,Data,Positivi,Positivi (previsione scenario 1),Positivi (previsione scenario 2),Ospedalizzati,Ospedalizzati (previsione scenario 1),Ospedalizzati (previsione scenario 2),Terapia Intensiva,Terapia Intensiva (previsione scenario 1),Terapia Intensiva (previsione scenario 2),Decessi giornalieri,Decessi giornalieri (previsione scenario 1),Decessi giornalieri (previsione scenario 2)
148,2021-03-03,,23921.218847836695,64544.827187062336,,1839.905120481449,4964.477721535745,,207.08808977908842,558.7702304098481,,38.45102379488381,103.74950799092912
149,2021-03-04,,22925.356983990805,62744.88585603464,,1763.9559388126809,4827.807659142032,,198.57532467570317,543.484931959959,,36.87130882592199,100.91385121115573
150,2021-03-05,,21967.88741696146,60992.412496035,,1690.8868105544013,4694.637398487901,,190.38273498640666,528.5852974396005,,35.35094270015736,98.14959619771788
151,2021-03-06,,21047.439505737046,59286.2990657784,,1620.5983207436057,4564.8914530869515,,182.4994569995522,514.063355975838,,33.88791728100215,95.4552784480137
152,2021-03-07,,20162.6862862789,57625.455250290936,,1552.9939836965802,4438.495150935288,,174.9149336912126,499.91119937673733,,32.48028024722775,92.82944292880525
153,2021-03-08,,19312.343489132163,56008.80896458143,,1487.9801897279333,4315.374684405973,,167.61890987987894,486.12098824757413,,31.126127336031274,90.27062514458994
154,2021-03-09,,18495.168269596394,54435.30597960076,,1425.4661466796658,4195.457144643939,,160.60142761652472,472.6849588839672,,29.823623892849398,87.7774166940962
155,2021-03-10,,17709.958223720303,52903.9102919109,,1365.3638262962693,4078.6705688244224,,153.85282138564426,459.5954297532883,,28.57098473826928,85.3484121447821
156,2021-03-11,,16955.550433154756,51413.60453924347,,1307.5878989469645,3964.943951645635,,147.36371129225026,446.8448019829525,,27.366465799968218,82.98218661925848
157,2021-03-12,,16230.820312803142,49963.38977203839,,1252.055681269979,3854.207292914275,,141.12499903150493,434.425567981158,,26.20838630239613,80.6773653386974
158,2021-03-13,,15534.680591549235,48552.28554520505,,1198.6870726938566,3746.391610036576,,135.12786160639698,422.33031333748505,,25.095112186919497,78.43257835317746
159,2021-03-14,,14866.080299382043,47179.3299651507,,1147.4044997121603,3641.4289715405953,,129.36374609378876,410.55172174339305,,24.025060158981415,76.2464763977023
160,2021-03-15,,14224.003741564728,45843.57962652958,,1098.132854472221,3539.2525106976323,,123.8243634281142,399.0825767243952,,22.996695071209032,74.1177266822075
161,2021-03-16,,13607.46951636052,44544.10961338529,,1050.7994360100386,3439.796444374742,,118.5016829662284,387.91576560739725,,22.00852973296784,72.0450161344161
162,2021-03-17,,13015.529523837295,43280.013399334406,,1005.3338874464349,3342.996075557177,,113.38792629479032,377.04428086260737,,21.059123514981703,70.02705085777654
163,2021-03-18,,12447.268008206833,42050.402780789824,,961.6681398076142,3248.7878138159167,,108.47556167598819,366.46122324515113,,20.147081181461044,68.06255621547875
164,2021-03-19,,11901.80060530709,40854.40775155058,,919.7363521007197,3157.109180260627,,103.7572980905547,356.15980337467005,,19.271051773958323,66.15027701131794
165,2021-03-20,,11378.273417723884,39691.176392526955,,879.4748538267219,3067.898816849769,,99.22607941077703,346.1333434383121,,18.42972814549958,64.28897986841238
166,2021-03-21,,10875.862096078601,38559.874704278685,,840.8220850182502,2981.096483246524,,94.87507800144853,336.3752765505903,,17.621844818579845,62.477449811328555
167,2021-03-22,,10393.77095031886,37459.68646367222,,803.7185414167762,2896.6430673160803,,90.69768949451746,326.8791497988411,,16.846178358729553,60.71449548440837
168,2021-03-23,,9931.232074024152,36389.813047357165,,768.1067153085504,2814.480576242525,,86.6875267301026,317.63862406328644,,16.101544424441176,58.998942629855364
169,2021-03-24,,9487.50448585768,35349.47323558694,,733.9310418784564,2734.55214280234,,82.83841423523504,308.64747534527083,,15.386798928722817,57.32964213329429
170,2021-03-25,,9061.87329784866,34337.903032844166,,701.1378427848638,2656.802017295902,,79.14438236098759,299.8995944636656,,14.700834583354903,55.7054613139387
171,2021-03-26,,8653.648890691464,33354.35543305351,,669.6752730644798,2581.175567054355,,75.59966185135198,291.38898791249267,,14.042582312522745,54.125292990985734
172,2021-03-27,,8262.166123856838,32398.10023370635,,639.493266995898,2507.619267432735,,72.19867787409976,283.109776230722,,13.411008138843668,52.588047662552356
173,2021-03-28,,7886.783512671146,31468.423636386477,,610.5434842506589,2436.080688656821,,68.93604454561681,275.0561937059642,,12.80511593274793,51.092668162800635
174,2021-03-29,,7526.8826524481465,30564.628746580944,,582.7792686608494,2366.508528205798,,65.80656062685857,267.22259234307353,,12.223932928126278,49.63807581745207
175,2021-03-30,,7181.867121870232,29686.0339144246,,556.1555772850006,2298.8525196605883,,62.8052022521218,259.6034335390579,,11.666539358701066,48.22329307816273
176,2021-03-31,,6851.162105231299,28831.973859515063,,530.6289512673725,2233.063503250193,,59.92711965395434,252.19329521039126,,11.132028462560845,46.847286446610234
177,2021-04-01,,6534.213533525903,28001.79880012052,,506.1574580376872,2169.0933772566427,,57.16763110077876,244.98686731771366,,10.619533093999173,45.50907733940027
178,2021-04-02,,6230.487428792619,27194.87431365706,,482.70064627825883,2106.8950955578944,,54.52221781871565,237.97895073662593,,10.128215116490583,44.20770289043317
179,2021-04-03,,5939.469227583721,26410.58103158688,,460.2194986461179,2046.4226508425427,,51.986519258563824,231.16445709526974,,9.65726605152371,42.94222224653573
180,2021-04-04,,5660.663147674872,25648.314439022433,,438.6763875479803,1987.6310657041238,,49.556328324152034,224.53840798199866,,9.205905117029136,41.7117116806984
181,2021-04-05,,5393.591556820879,24907.48460509418,,418.0350309783485,1930.4763790123743,,47.22758660227123,218.0959336352077,,8.773379222940184,40.51526809694851
182,2021-04-06,,5137.794348893835,24187.51586168742,,398.260448656465,1874.9156281498422,,44.99637960000516,211.83227108495583,,8.358962671914137,39.35201148284692
183,2021-04-07,,4892.828367976506,23487.846620286302,,379.31892121703476,1820.9068399026573,,42.858932397205365,205.742763642269,,7.961954642731799,38.22107692763828
184,2021-04-08,,4658.266828241933,22807.92909299588,,361.1779491597425,1768.4090152255321,,40.811605214239904,199.82285949236334,,7.581679573938901,37.121619800700856
185,2021-04-09,,4433.698734843066,22147.228932081794,,343.80621170378214,1717.3821078632577,,38.85088895974009,194.06810959985285,,7.217487151413606,36.052819511737525
186,2021-04-10,,4218.728348245817,21505.224994716493,,327.1735284355334,1667.7870108055247,,36.973401071830516,188.47416643933127,,6.8687502190115595,35.01387306764431
187,2021-04-11,,4012.974697263487,20881.409280797852,,311.2508240454204,1619.5855534075602,,35.17588167809871,183.0367838187916,,6.534862231167264,34.003985356719
188,2021-04-12,,3816.0710269231336,20275.28646627848,,296.0100890895365,1572.740473344407,,33.45518934650133,177.75181410363342,,6.215240753649498,33.02239026686503
189,2021-04-13,,3627.6643135061063,19686.37369103186,,281.42434493374844,1527.2154039977972,,31.80829726178841,172.61520699135053,,5.909324107271361,32.06833725051375
190,2021-04-14,,3447.41478747632,19114.200313808506,,267.4676091720989,1482.9748592316905,,30.23228944073128,167.6230079462536,,5.616571024446839,31.141092748111024
191,2021-04-15,,3274.995467430311,18558.30764877177,,254.1148617990268,1439.9842168611524,,28.724357052876915,162.77135663296923,,5.336460187757619,30.239941063959854
192,2021-04-16,,3110.0917108232134,18018.248715964928,,241.34201248346997,1398.209702757495,,27.281794841382844,158.056485331055,,5.068489440829864,29.364183390894766
193,2021-04-17,,2952.400780542464,17493.588004377652,,229.1258690084433,1357.6183762023832,,25.901997654031387,153.47471740158767,,4.8121750349727215,28.51313684156968
194,2021-04-18,,2801.6314132776292,16983.901166366653,,217.44410580083527,1318.178110306759,,24.582457009339688,149.0224653730028,,4.567051710303661,27.686138334213734
195,2021-04-19,,2657.503416746384,16488.774801887517,,206.2752343423024,1279.857577922125,,23.320757833081345,144.69622943695725,,4.332671220377004,26.882539301071166
196,2021-04-20,,2519.747283856132,16007.806273909553,,195.59857467816067,1242.6262391318448,,22.11457530588355,140.49259606090735,,4.108601526308105,26.10170381419268
197,2021-04-21,,2388.103803631374,15540.60343083841,,185.39422675795475,1206.4543224759404,,20.96167172981216,136.4082361516606,,3.8944270999300272,25.34301359023536
198,2021-04-22,,2262.323684752633,15086.784327154068,,175.64304296741346,1171.312808009684,,19.859893507466797,132.43990332893506,,3.689748401102027,24.605868171766286
199,2021-04-23,,2142.167201323591,14645.97700967635,,166.32660181438527,1137.1734124049358,,18.807168238190243,128.58443237458604,,3.4941807517149353,23.889680938840996
200,2021-04-24,,2027.4038531817196,14217.819329364114,,157.42718255156402,1104.008575073148,,17.801501909954457,124.83873775314218,,3.3073536508982992,23.193877526171413
201,2021-04-25,,1917.8120230178195,13801.958657456118,,148.9277400984354,1071.7914410362816,,16.840976122258013,121.19981176510282,,3.1289111246514936,22.51790137249191
202,2021-04-26,,1813.1786579169645,13398.051693735426,,140.8118811603772,1040.4958466951364,,15.923745448858277,117.664723081832,,2.958510452605271,21.86120810951949
203,2021-04-27,,1713.2989568224061,13005.764246119234,,133.06384092861805,1010.0963045062455,,15.048034855826357,114.23061510831766,,2.7958219953783425,21.223267311995745
204,2021-04-28,,1617.9760674327292,12624.771005038487,,125.66846041839132,980.5679869266035,,14.212137186557618,110.89470424440742,,2.640528824992709,20.60356294430932
205,2021-04-29,,1527.0207959340996,12254.755340655252,,118.61116479838687,951.8867124433723,,13.414410756603814,107.65427838241983,,2.4923260608626636,20.001591455948386
206,2021-04-30,,1440.2513244988343,11895.40908752742,,111.87794235212225,924.02893127864,,12.653277033363926,104.50669549778362,,2.3509205769079258,19.41686254260992
207,2021-05-01,,1357.4929391873454,11546.43233825891,,105.45532413320372,896.971711353524,,11.927218383873294,101.44938222328734,,2.216030540513328,18.848898551818696
208,2021-05-02,,1278.5777678691672,11207.533246478179,,99.33036419063266,870.692723608515,,11.234775865435974,98.47983219546228,,2.0873849941760287,18.297234089574264
209,2021-05-03,,1203.3445274092664,10878.42783613759,,93.49062058760886,845.1702286855729,,10.57454708697672,95.5956043886932,,1.9647234707095538,17.7614157934426
210,2021-05-04,,1131.638276250558,10558.839784189098,,87.92413682082686,820.3830617414346,,9.945184154272471,92.79432157168287,,1.847795741965085,17.24100324527754
211,2021-05-05,,1063.3101815580455,10248.500260548833,,82.61942423858652,796.3106208527602,,9.3453917083603,90.07366901887701,,1.7363611545053994,16.735566021083972
212,2021-05-06,,998.217288844725,9947.147720417615,,77.56544459964253,772.9328514490699,,8.773924992345679,87.43139290618154,,1.6301885978587893,16.244686378663033
213,2021-05-07,,936.2223029024598,9654.527729930805,,72.75159361622322,750.2302346215967,,8.229588039057363,84.86529928059615,,1.5290559275503373,15.767956827543992
214,2021-05-08,,877.1933755844801,9370.39278778562,,68.16768496130494,728.1837748670243,,7.711231891746905,82.3732528249226,,1.432749700672621,15.304980447372028
215,2021-05-09,,821.0039008747938,9094.5021483377,,63.80393464404956,706.7749861778057,,7.217752782177944,79.95317453881178,,1.3410649589795958,14.855371743672539
216,2021-05-10,,767.5323174883836,8826.621651116417,,59.65094610383536,685.9858801941069,,6.7480905194391765,77.60304097355058,,1.2538047841680229,14.418755017932272
217,2021-05-11,,716.6619183022792,8566.523551934506,,55.69969575556092,665.7989539278713,,6.301226880487324,75.32088297038482,,1.1707800497385896,13.99476463599445
218,2021-05-12,,668.2806667194845,8313.98635908005,,51.94151905139664,646.1971778759784,,5.876184048732416,73.10478434820875,,1.09180912861477,13.583044750616025
219,2021-05-13,,622.2810200996848,8068.794679616591,,48.368097054709935,627.1639847149825,,5.472023091830717,70.95288042535815,,1.0167176023286293,13.183248910641067
220,2021-05-14,,578.5597574795393,7830.739043095169,,44.97144334285185,608.6832564079025,,5.08784250364029,68.86335667717796,,0.9453380740863725,12.795040909727197
221,2021-05-15,,537.0178166881029,7599.615769495282,,41.74389160762888,590.7393145685668,,4.722776829542713,66.83444786049846,,0.877509744929149,12.418092450967059
222,2021-05-16,,497.56013510700546,7375.22681278866,,38.67808352443326,573.3169089507772,,4.375995296341549,64.86443660779697,,0.813078290238859,12.052084529996268
223,2021-05-17,,460.0954963668048,7157.379609043876,,35.76695706413768,556.4012062494004,,4.046700502832339,62.95165219306735,,0.7518956005782349,11.696707058001822
224,2021-05-18,,424.5363830391881,6945.886933613392,,33.003735253319846,539.9777795612615,,3.7341271622511765,61.09446940460961,,0.693819525091163,11.351658341074875
225,2021-05-19,,390.7988345237047,6740.566758974563,,30.38191532261066,524.0325978637156,,3.437540884332272,59.29130736990631,,0.6387136559590576,11.016645029425215
226,2021-05-20,,358.8023127981405,6541.242164089186,,27.895258445909167,508.55201936003704,,3.1562370241224893,57.54062882438699,,0.5864469773875309,10.691379510834231
227,2021-05-21,,328.4695641847973,6347.7410899777615,,25.53777917919286,493.5227732434272,,2.889539497384064,55.84093809172303,,0.5368940934203789,10.375587480164576
228,2021-05-22,,299.7264980429193,6159.896304606211,,23.30373616889067,478.9319571261675,,2.636799737101426,54.19078080387765,,0.4899344436906272,10.06899753240049
229,2021-05-23,,272.50206338876995,5977.545262041746,,21.18762270731416,464.7670265430115,,2.3973956330136255,52.58874273885863,,0.445452427214942,9.77134636211861
230,2021-05-24,,246.7281300618895,5800.529959690311,,19.184157631142245,451.0157843086193,,2.170730509223488,51.033448638411095,,0.40333721364147446,9.482378806982911
231,2021-05-25,,222.33937543564295,5628.696820239184,,17.288276637083975,437.6663717072321,,1.9562321484072858,49.523561230731914,,0.3634825058134731,9.201846594541102
232,2021-05-26,,199.2731751544127,5461.896573550502,,15.49512390120528,424.7072596557635,,1.753351849916273,48.05778024997792,,0.32578637265860994,8.929508305142821
233,2021-05-27,,177.46949803292114,5299.984144958484,,13.800044011518986,412.1272402946235,,1.5615635229103544,46.63484150518711,,0.2901510751596995,8.665129022361908
234,2021-05-28,,156.870804802371,5142.818546629089,,12.198574194576887,399.9154188654536,,1.38036281206475,45.253515973906595,,0.2564829060858345,8.408480137354532
235,2021-05-29,,137.4219499463897,4990.2627495457755,,10.686436775420136,388.0612040984665,,1.209266249631851,43.91260873663135,,0.22469206729913077,8.159340294608754
236,2021-05-30,,119.07008782435442,4842.183571523765,,9.2595319619867,376.5542997874606,,1.0478104435970845,42.61095803961493,,0.1946924890670918,7.9174945553950975
237,2021-05-31,,101.76458335207478,4698.451612500523,,7.913930974391817,365.38469989314774,,0.8955513041167692,41.34743473912718,,0.16640163310576417,7.682732003958606
238,2021-06-01,,85.45692426858805,4558.94113380687,,6.645869295917248,354.54267939523913,,0.7520632841573808,40.1209412896135,,0.13974043690839252,7.454848525504279
239,2021-06-02,,70.10063729123486,4423.529958300758,,5.451740221112066,344.0187867732523,,0.6169386531062558,38.930410904987205,,0.11463315056663666,7.233645731910097
240,2021-06-03,,55.651207008233946,4292.09934051007,,4.328088614071987,333.80383436030405,,0.48978679397951275,37.774806485670155,,0.09100722762197201,7.018932430344634
241,2021-06-04,,42.06599921559516,4164.5339223439405,,3.271604997474648,323.8888947499917,,0.3702335375156587,36.65312021405038,,0.06879313458222863,6.810520323640667
242,2021-06-05,,29.304185787300536,4040.721618004481,,2.2791197662046216,314.26529220666265,,0.25792051036054303,35.56437259527079,,0.047924293112824194,6.608227528112825
243,2021-06-06,,17.326672817337464,3920.553512941263,,1.3475976479893133,304.92459507686124,,0.15250451092392228,34.50761160815008,,0.02833694507777629,6.4118778453260665
244,2021-06-07,,6.096031728430292,3803.9237985406576,,0.4741323889738541,295.8586107196971,,0.05365691047983669,33.481912139419464,,0.009970030364160951,6.221298947236687
245,2021-06-08,,-4.423567329645955,3690.729675367666,,-0.3440583837189434,287.0593781494836,,-0.03893692588331038,32.486375161972866,,-0.0072349068567744285,6.036323954168346
246,2021-06-09,,-14.266419409899482,3580.8712718846677,,-1.1096380949749318,278.5191618386999,,-0.1255781953824567,31.52012704099573,,-0.023333827174152916,5.856790620712214
247,2021-06-10,,-23.465346305093373,3474.25156764234,,-1.8251559713455758,270.23044587510566,,-0.20655519306421316,30.582318878977787,,-0.038380293372925534,5.68254108350901
248,2021-06-11,,-32.05175569713358,3370.7763074818627,,-2.493051609061817,262.18592755299966,,-0.2821438269926363,29.672125805392092,,-0.05242556843664526,5.5134222805871635
249,2021-06-12,,-40.05569806673497,3270.3539292550186,,-3.1156593701331383,254.37851180022332,,-0.3526081141345827,28.788746350794295,,-0.06551870554819511,5.34928528201551
250,2021-06-13,,-47.50592144794013,3172.895490391349,,-3.695212612906892,246.80130556730603,,-0.4182006576012945,27.931401815581008,,-0.07770663606424402,5.1899853245013166
251,2021-06-14,,-54.429923992601374,3078.3145902482124,,-4.233847754729174,239.44761190634833,,-0.4791631046854567,27.099335587210643,,-0.0890342597346177,5.035382022768901
252,2021-06-15,,-60.854004633197135,2986.52730430613,,-4.733608188916372,232.31092496374148,,-0.5357265887711931,26.29181258738619,,-0.09954451944045742,4.8853387233085925
253,2021-06-16,,-66.80331173846835,2897.4521142159333,,-5.196448047064895,225.38492461761072,,-0.58811215386705,25.508118673657236,,-0.10927848387854204,4.739722716020141
254,2021-06-17,,-72.30188980075208,2811.0098367989276,,-5.624235809033485,218.6634709996951,,-0.6365311625809561,24.747560048223153,,-0.11827542778747197,4.598405268222002
255,2021-06-18,,-77.37272452704507,2727.1235644943317,,-6.01875779119771,212.14059995550204,,-0.6811856894866909,24.00946272670204,,-0.12657289388068071,4.461261040479318
256,2021-06-19,,-82.03778600674121,2645.7185987174016,,-6.3817214879616335,205.8105179867625,,-0.7222688986395132,23.293171981124278,,-0.13420677244570117,4.328168411373859
257,2021-06-20,,-86.31807020537046,2566.7223864516445,,-6.714758785600541,199.66759745228248,,-0.7599654066996477,22.598051806114782,,-0.14121136805817971,4.199009300764488
258,2021-06-21,,-90.23363898555014,2490.0644630693255,,-7.019429058826771,193.70637211272987,,-0.794451632975384,21.923484424873852,,-0.14761945764918377,4.073668863212574
259,2021-06-22,,-93.8036586390961,2415.6763972305775,,-7.2972221538149435,187.9215328918081,,-0.8258961343751348,21.26886975752198,,-0.1534623515683463,3.9520354101907693
260,2021-06-23,,-97.04643625560804,2343.491719950232,,-7.549561205851571,182.3079224524152,,-0.8544599233904169,20.633624816687043,,-0.15876998545001308,3.834001130126231
261,2021-06-24,,-99.9794558030906,2273.4458863050586,,-7.777805433781829,176.86053225512578,,-0.8802967831905106,20.01718337428855,,-0.16357091914000935,3.7194604656619488
262,2021-06-25,,-102.61941179746306,2205.4762109258013,,-7.983252748233568,171.57449758908513,,-0.9035535653408426,19.418995478063,,-0.16789244325407804,3.6083113623950163
263,2021-06-26,,-104.98224208737919,2139.521817424182,,-8.167142291831706,166.44509368391874,,-0.9243704772567578,18.838527013240405,,-0.1717606101865534,3.5004546060499853
264,2021-06-27,,-107.08315939869723,2075.5235895218043,,-8.330656887255826,161.46773202063468,,-0.9428813579224992,18.275259260909582,,-0.17520028338441662,3.3957937279508923
265,2021-06-28,,-108.93668141646066,2013.4241187671703,,-8.4749253682228,156.63795628120874,,-0.9592139411319925,17.72868843644654,,-0.1782351984423237,3.2942351712102185
266,2021-06-29,,-110.55665992085538,1953.1676586017766,,-8.601024835744564,151.9514387648205,,-0.9734901050756629,17.19832518967003,,-0.18088800151599588,3.195688026782591
267,2021-06-30,,-111.95630849396876,1894.7000743214946,,-8.709982808574296,147.40397657568076,,-0.9858261191948832,16.683694259240777,,-0.18318030217784712,3.1000640948187215
268,2021-07-01,,-113.14822947368631,1837.9688007189018,,-8.802779313682008,142.9914883637124,,-0.9963328843537139,16.184334170233477,,-0.18513269991744338,3.0072775157321248
269,2021-07-02,,-114.14443953983749,1782.9227953854115,,-8.880348870770444,138.71001072413927,,-1.0051161539533746,15.699796767306777,,-0.18676484616373235,2.9172450532358374
270,2021-07-03,,-114.95639421283094,1729.5124927076467,,-8.94358239324163,134.55569465787121,,-1.0122767497807064,15.229646830970395,,-0.18809548469190496,2.829886000027648
271,2021-07-04,,-115.59501264210652,1677.689778075977,,-8.993329110479328,130.52480357641608,,-1.0179107760753014,14.773461804119902,,-0.18914243055571586,2.745121221849171
272,2021-07-05,,-116.07069817401023,1627.407913981433,,-9.030398164802236,126.6137076023312,,-1.022109799263895,14.330831143845844,,-0.1899227678485217,2.662875474209478
273,2021-07-06,,-116.39336243234828,1578.6215336930031,,-9.05556047977446,122.81888309000621,,-1.024961065553034,13.901356361445401,,-0.19045266037811553,2.5830740219122266
274,2021-07-07,,-116.57244525280008,1531.2865866702762,,-9.069550307835833,119.1369084126396,,-1.026547673118942,13.484650502232313,,-0.19074755616376649,2.505645082423068
275,2021-07-08,,-116.61693499215967,1485.360303444737,,-9.073066806655273,115.5644612509659,,-1.026948748303743,13.080337812901655,,-0.1908221583002481,2.43051885196513
276,2021-07-09,,-116.53538782613359,1440.8011585776503,,-9.06677553734628,112.09831573446299,,-1.026239616287063,12.68805343773095,,-0.1906904646491168,2.357627562934533
277,2021-07-10,,-116.33594627623347,1397.5688347810062,,-9.051309902984736,108.73533967153898,,-1.024491964115495,12.307443110761906,,-0.1903657983803658,2.2869054281200754
278,2021-07-11,,-116.02635674703461,1355.6241852409926,,-9.027272510430837,105.4724916389653,,-1.021773994273974,11.938162821987358,,-0.18986084934691924,2.2182887269849427
279,2021-07-12,,-115.61398837565146,1314.9292204882179,,-8.995236633710407,102.30681997095526,,-1.0181505901318495,11.579878703532772,,-0.1891876021599398,2.15171459552031
280,2021-07-13,,-115.10584736502031,1275.447050641434,,-8.955747327862726,99.2354582942208,,-1.0136834421244882,11.232266528056822,,-0.18835755219664438,2.087123199340236
281,2021-07-14,,-114.50859116017739,1237.1418378285823,,-8.909322530649378,96.25562185074125,,-1.008431172243587,10.895011292278745,,-0.1873817036739203,2.0244572298888235
282,2021-07-15,,-113.8285483322526,1199.978818678173,,-8.856454605223167,93.36460923521513,,-1.0024495086435958,10.567807415548126,,-0.1862702821723886,1.9636584708402167
283,2021-07-16,,-113.07172967980733,1163.924235997718,,-8.797611203912757,90.5597971138825,,-0.9957913832631476,10.250358142214322,,-0.1850331641305706,1.9046722359760202
284,2021-07-17,,-112.24384315223693,1128.9453209804697,,-8.73323642727715,87.83863884826579,,-0.9885070627641462,9.942375384903148,,-0.18367967919562952,1.8474448893009685
285,2021-07-18,,-111.35030676009009,1095.0102604711324,,-8.663751827484992,85.19866196427814,,-0.9806442621405239,9.64357944006034,,-0.18221870403385268,1.791924570057285
286,2021-07-19,,-110.39626165086486,1062.0881724341816,,-8.589557424359556,82.63746625504533,,-0.9722482596468208,9.353698773843544,,-0.1806586478950923,1.7380607849217486
287,2021-07-20,,-109.38658424273606,1030.1490778684597,,-8.51103264813163,80.15272160546851,,-0.9633620035022125,9.072469777089852,,-0.1790074935829851,1.6858045776148447
288,2021-07-21,,-108.32589806388438,999.1638755629332,,-8.428537259391554,77.74216603728259,,-0.9540262160324391,8.799636545246573,,-0.17727280622236435,1.6351083837089129
289,2021-07-22,,-107.21858523842678,969.1043186662943,,-8.34241224196948,75.40360389767267,,-0.9442794944809669,8.534950671980697,,-0.17546174551900487,1.5859259377939627
290,2021-07-23,,-106.0687967466874,939.9429850068079,,-8.252980600566161,73.13490356099193,,-0.9341584013657234,8.27817099071889,,-0.1735811207519147,1.5382125732040735
291,2021-07-24,,-104.88046251135289,911.6532510602206,,-8.16054814484605,70.93399541289254,,-0.9236975532118785,8.0290633471494,,-0.17163739382085638,1.4919250385966736
292,2021-07-25,,-103.65730249332994,884.2092790997292,,-8.065404351622401,68.79887085480307,,-0.9129297178821721,7.787400485067195,,-0.16963662495086917,1.447020848978497
293,2021-07-26,,-102.40283591523017,857.5859916322667,,-7.967823081721696,66.7275803215572,,-0.9018858957653897,7.552961823238763,,-0.16758456083106582,1.4034589032430553
294,2021-07-27,,-101.12039058258416,831.7590508613711,,-7.868063304369377,64.71823168854114,,-0.8905954017575625,7.325533275728386,,-0.16548662504307005,1.361199233735772
295,2021-07-28,,-99.81311009061267,806.7048246133646,,-7.7663696591779114,62.768987642024264,,-0.8790859290793387,7.104906956553403,,-0.16334801715313235,1.320203662713559
296,2021-07-29,,-98.48396352948046,782.4003769286497,,-7.662973209379494,60.87806494118149,,-0.867383634455033,6.890881095948312,,-0.16117358506657198,1.2804345924733207
297,2021-07-30,,-97.13575378192583,758.8234498440906,,-7.558092086752177,59.04373300468252,,-0.8555132111333623,6.683259880979153,,-0.1589678911139607,1.241855432762194
298,2021-07-31,,-95.77112413026141,735.9524351614202,,-7.451932006748751,57.26431173100509,,-0.843497946805326,6.4818532061992125,,-0.15673529130881658,1.2044310888276435
299,2021-08-01,,-94.39256630001992,713.7663609195728,,-7.344686893230896,55.53817044461469,,-0.8313597945647739,6.28647655680082,,-0.1544798598860857,1.1681272344667
300,2021-08-02,,-93.0024275986833,692.2448734664878,,-7.236539433542694,53.86372650533838,,-0.819119435692001,6.096950851233241,,-0.15220543075590406,1.1329105258326049
301,2021-08-03,,-91.60291734142608,671.3682169707046,,-7.127661577946654,52.239443716849486,,-0.8067963358156419,5.913102258699447,,-0.14991562928084762,1.0987487259950723
302,2021-08-04,,-90.1961135576969,651.1172177722297,,-7.018215061265493,50.66383111391158,,-0.7944088039665917,5.734762062465295,,-0.14761385432027752,1.0656104607896646
303,2021-08-05,,-88.7839692253985,631.4732676691543,,-6.908351887671213,49.135441665612596,,-0.7819740474317071,5.561766513395685,,-0.1453032983605285,1.0334652687794066
304,2021-08-06,,-87.36831792817527,612.4183054773052,,-6.7982147717218835,47.65287085178125,,-0.7695082228445042,5.393956677438877,,-0.14298697165735075,1.0022836763289293
305,2021-08-07,,-85.95087976994613,593.934802760171,,-6.687937597694342,46.21475555097056,,-0.7570264875926205,5.231178305515906,,-0.14066768766670731,0.9720370001176954
306,2021-08-08,,-84.53326683150355,576.0057484100122,,-6.577645844089969,44.81977284461301,,-0.7445430479966904,5.073281699140235,,-0.13834808208048355,0.9426973965018989
307,2021-08-09,,-83.1169881836976,558.614632255194,,-6.467456973584454,43.46663874466255,,-0.7320712025227766,4.920121560204564,,-0.13603063234115256,0.9142379111806979
308,2021-08-10,,-81.70345505109238,541.7454316901258,,-6.357480834850678,42.15410715720808,,-0.7196233880519107,4.771556879335189,,-0.13371764612789272,0.8866323202714324
309,2021-08-11,,-80.29398559179279,525.3825975196904,,-6.247820034341676,40.88096878346403,,-0.7072112217082922,4.6274508098917275,,-0.13141127832215288,0.8598551714604721
310,2021-08-12,,-78.88980924826895,509.51103876938737,,-6.1385702742609665,39.64604993725749,,-0.6948455377498451,4.487670525467338,,-0.12911355012303694,0.8338818368208364
311,2021-08-13,,-77.49207131684155,494.1161106546991,,-6.029820708194825,38.448211612468064,,-0.6825364280699416,4.352087116618014,,-0.12682633451133737,0.8086883480131509
312,2021-08-14,,-76.1018371221089,479.1836015400584,,-5.921654265831885,37.28634847044991,,-0.6702932789853393,4.220575477000906,,-0.12455137342177337,0.7842514445116744
313,2021-08-15,,-74.72009580819079,464.6997190242177,,-5.814147948987238,36.159387766248386,,-0.6581248087690754,4.093014207355062,,-0.12229029148891575,0.7605485977984966
314,2021-08-16,,-73.34776435504642,450.6510789386183,,-5.707373143307978,35.066288489542416,,-0.6460391005596186,3.9692855026152674,,-0.12004458686790903,0.737557893801597
315,2021-08-17,,-71.98569119159872,437.0246931773931,,-5.601395899524047,34.006040420437046,,-0.6340436348692196,3.849275049013332,,-0.11781564680146994,0.7152580748008098
316,2021-08-18,,-70.6346596439039,423.8079578634233,,-5.49627720128387,32.97766320770321,,-0.6221453175594679,3.7328719053568067,,-0.11560475555015731,0.6936285333009438
317,2021-08-19,,-69.29539117916174,410.9886415695055,,-5.392073218046149,31.980205456932474,,-0.610350511121769,3.619968416061457,,-0.11341309889336122,0.6726492867304479
318,2021-08-20,,-67.96854886785225,398.55487604612176,,-5.2888355742038025,31.01274400904718,,-0.5986650628601011,3.5104601156816027,,-0.11124175462429418,0.6523008724467363
