,date,variable,Germany,Israel,Italy,Spain,United Kingdom,United States
814,27-04-2021,Totale vaccinazioni,26858829.0,10429256.0,18794306.0,15377862.0,47540984.0,232407669.0
815,27-04-2021,Totale vaccinazioni ogni cento abitanti,32.01,118.65,31.13,32.9,69.7,69.1
820,28-04-2021,Totale vaccinazioni,27982531.0,10440676.0,19204005.0,15859772.0,48138009.0,234639414.0
821,28-04-2021,Totale vaccinazioni ogni cento abitanti,33.35,118.78,31.81,33.93,70.58,69.77
826,29-04-2021,Totale vaccinazioni,28929634.0,10451960.0,19734871.0,16364595.0,48752144.0,237360493.0
827,29-04-2021,Totale vaccinazioni ogni cento abitanti,34.48,118.91,32.69,35.01,71.48,70.57
832,30-04-2021,Totale vaccinazioni,29734128.0,10456700.0,20264416.0,,49319518.0,240159677.0
833,30-04-2021,Totale vaccinazioni ogni cento abitanti,35.44,118.96,33.57,,72.31,71.41
838,01-05-2021,Totale vaccinazioni,30070743.0,10457904.0,20698470.0,,49834997.0,243463471.0
839,01-05-2021,Totale vaccinazioni ogni cento abitanti,35.84,118.98,34.29,,73.06,72.39
844,02-05-2021,Totale vaccinazioni,30335980.0,10467017.0,21069179.0,17178566.0,50097812.0,245591469.0
845,02-05-2021,Totale vaccinazioni ogni cento abitanti,36.16,119.08,34.9,36.75,73.45,73.02
850,03-05-2021,Totale vaccinazioni,30788080.0,10476051.0,21482625.0,17430810.0,50297911.0,246780203.0
851,03-05-2021,Totale vaccinazioni ogni cento abitanti,36.7,119.18,35.59,37.29,73.74,73.38
856,04-05-2021,Totale vaccinazioni,31631445.0,10483966.0,21935626.0,17916566.0,50682567.0,247769049.0
857,04-05-2021,Totale vaccinazioni ogni cento abitanti,37.7,119.27,36.34,38.33,74.31,73.67
862,05-05-2021,Totale vaccinazioni,32779207.0,10490949.0,22422099.0,18489580.0,51225890.0,249566820.0
863,05-05-2021,Totale vaccinazioni ogni cento abitanti,39.07,119.35,37.14,39.55,75.1,74.2
868,06-05-2021,Totale vaccinazioni,33770918.0,10497314.0,22943679.0,19048132.0,51834361.0,251973752.0
869,06-05-2021,Totale vaccinazioni ogni cento abitanti,40.25,119.43,38.01,40.75,76.0,74.92
874,07-05-2021,Totale vaccinazioni,34662819.0,10501263.0,23489303.0,,52433184.0,254779333.0
875,07-05-2021,Totale vaccinazioni ogni cento abitanti,41.31,119.47,38.91,,76.87,75.75
880,08-05-2021,Totale vaccinazioni,35089122.0,10501863.0,24003551.0,,53041048.0,257347205.0
881,08-05-2021,Totale vaccinazioni ogni cento abitanti,41.82,119.48,39.76,,77.76,76.52
886,09-05-2021,Totale vaccinazioni,35375586.0,10509258.0,24387643.0,19830624.0,53328845.0,259716989.0
887,09-05-2021,Totale vaccinazioni ogni cento abitanti,42.16,119.56,40.4,42.42,78.19,77.22
892,10-05-2021,Totale vaccinazioni,35965278.0,10516552.0,24829609.0,20162661.0,53675733.0,261599381.0
893,10-05-2021,Totale vaccinazioni ogni cento abitanti,42.87,119.65,41.13,43.13,78.7,77.78
898,11-05-2021,Totale vaccinazioni,37051596.0,10522624.0,25287792.0,20623815.0,54160993.0,263132561.0
899,11-05-2021,Totale vaccinazioni ogni cento abitanti,44.16,119.71,41.89,44.12,79.41,78.24
904,12-05-2021,Totale vaccinazioni,38468337.0,10527548.0,25773193.0,21071940.0,54797640.0,264680844.0
905,12-05-2021,Totale vaccinazioni ogni cento abitanti,45.85,119.77,42.69,45.08,80.34,78.7
910,13-05-2021,Totale vaccinazioni,38897871.0,10532854.0,26303135.0,21683707.0,55434965.0,266596486.0
911,13-05-2021,Totale vaccinazioni ogni cento abitanti,46.36,119.83,43.57,46.39,81.27,79.27
916,14-05-2021,Totale vaccinazioni,39654825.0,10534966.0,26858677.0,,56048435.0,268438666.0
917,14-05-2021,Totale vaccinazioni ogni cento abitanti,47.26,119.85,44.49,,82.17,79.82
922,15-05-2021,Totale vaccinazioni,40055486.0,10535275.0,27404041.0,,56677012.0,270832342.0
923,15-05-2021,Totale vaccinazioni ogni cento abitanti,47.74,119.86,45.4,,83.1,80.53
928,16-05-2021,Totale vaccinazioni,40337883.0,10536842.0,27814408.0,22313088.0,56992075.0,272925411.0
929,16-05-2021,Totale vaccinazioni ogni cento abitanti,48.08,119.88,46.08,47.73,83.56,81.15
934,17-05-2021,Totale vaccinazioni,40893398.0,10537788.0,28282254.0,22587343.0,57357857.0,274411901.0
935,17-05-2021,Totale vaccinazioni ogni cento abitanti,48.74,119.89,46.85,48.32,84.09,81.59
940,18-05-2021,Totale vaccinazioni,41765727.0,10544411.0,28752274.0,22973955.0,57855958.0,275535207.0
941,18-05-2021,Totale vaccinazioni ogni cento abitanti,49.78,119.96,47.63,49.15,84.82,81.93
946,19-05-2021,Totale vaccinazioni,42864238.0,10551329.0,29240121.0,23503085.0,58489834.0,277290173.0
947,19-05-2021,Totale vaccinazioni ogni cento abitanti,51.09,120.04,48.44,50.28,85.75,82.45
952,20-05-2021,Totale vaccinazioni,43812271.0,10557151.0,29794556.0,23962365.0,59178397.0,279397250.0
953,20-05-2021,Totale vaccinazioni ogni cento abitanti,52.22,120.11,49.36,51.26,86.76,83.07
958,21-05-2021,Totale vaccinazioni,44663950.0,10559397.0,30366606.0,,59824737.0,281595351.0
959,21-05-2021,Totale vaccinazioni ogni cento abitanti,53.23,120.13,50.3,,87.71,83.73
964,22-05-2021,Totale vaccinazioni,45138189.0,10559860.0,30887720.0,,60587098.0,283941223.0
965,22-05-2021,Totale vaccinazioni ogni cento abitanti,53.8,120.14,51.17,,88.83,84.42
970,23-05-2021,Totale vaccinazioni,45423529.0,10565187.0,31295683.0,24534056.0,60965594.0,285720586.0
971,23-05-2021,Totale vaccinazioni ogni cento abitanti,54.14,120.2,51.84,52.48,89.38,84.95
976,24-05-2021,Totale vaccinazioni,45749738.0,10570628.0,31760599.0,24876302.0,61420928.0,286890900.0
977,24-05-2021,Totale vaccinazioni ogni cento abitanti,54.53,120.26,52.61,53.22,90.05,85.3
982,25-05-2021,Totale vaccinazioni,46405706.0,10574726.0,32240616.0,25280864.0,61995062.0,287788872.0
983,25-05-2021,Totale vaccinazioni ogni cento abitanti,55.31,120.31,53.41,54.08,90.89,85.57
988,26-05-2021,Totale vaccinazioni,47585994.0,10578321.0,32768575.0,25745178.0,62658639.0,289212304.0
989,26-05-2021,Totale vaccinazioni ogni cento abitanti,56.72,120.35,54.28,55.08,91.87,85.99
994,27-05-2021,Totale vaccinazioni,48627383.0,10582921.0,33359380.0,26133689.0,63349252.0,290724607.0
995,27-05-2021,Totale vaccinazioni ogni cento abitanti,57.96,120.4,55.26,55.91,92.88,86.44
1000,28-05-2021,Totale vaccinazioni,49532077.0,10584795.0,33954538.0,,63989645.0,292099778.0
1001,28-05-2021,Totale vaccinazioni ogni cento abitanti,59.04,120.42,56.25,,93.82,86.85
1006,29-05-2021,Totale vaccinazioni,49942908.0,10585062.0,34479603.0,,64592019.0,293705050.0
1007,29-05-2021,Totale vaccinazioni ogni cento abitanti,59.53,120.42,57.12,,94.7,87.33
1012,30-05-2021,Totale vaccinazioni,50226711.0,10588461.0,34882128.0,26827637.0,64923228.0,294928850.0
1013,30-05-2021,Totale vaccinazioni ogni cento abitanti,59.86,120.46,57.78,57.39,95.19,87.69
1018,31-05-2021,Totale vaccinazioni,50774066.0,10592011.0,35362288.0,27119733.0,65211877.0,
1019,31-05-2021,Totale vaccinazioni ogni cento abitanti,60.52,120.5,58.58,58.02,95.61,
1024,01-06-2021,Totale vaccinazioni,51763213.0,10594899.0,35831204.0,27607247.0,65658949.0,296404240.0
1025,01-06-2021,Totale vaccinazioni ogni cento abitanti,61.7,120.54,59.36,59.06,96.26,88.13
1030,02-06-2021,Totale vaccinazioni,53012631.0,10597670.0,36243439.0,28182345.0,66180731.0,296912892.0
1031,02-06-2021,Totale vaccinazioni ogni cento abitanti,63.19,120.57,60.04,60.29,97.03,88.28
1036,03-06-2021,Totale vaccinazioni,53656015.0,10600488.0,36841108.0,28752570.0,66749638.0,297720928.0
1037,03-06-2021,Totale vaccinazioni ogni cento abitanti,63.95,120.6,61.03,61.51,97.86,88.52
1042,04-06-2021,Totale vaccinazioni,54467895.0,10601970.0,37474083.0,,67317593.0,299120522.0
1043,04-06-2021,Totale vaccinazioni ogni cento abitanti,64.92,120.62,62.08,,98.7,88.94
1048,05-06-2021,Totale vaccinazioni,54881171.0,10602141.0,38092811.0,,67994584.0,300268730.0
1049,05-06-2021,Totale vaccinazioni ogni cento abitanti,65.41,120.62,63.1,,99.69,89.28
1054,06-06-2021,Totale vaccinazioni,55173775.0,10607205.0,38605307.0,30007806.0,68381870.0,301638578.0
1055,06-06-2021,Totale vaccinazioni ogni cento abitanti,65.76,120.68,63.95,64.19,100.26,89.69
1060,07-06-2021,Totale vaccinazioni,55788566.0,10612119.0,39176729.0,30472862.0,68800879.0,302851917.0
1061,07-06-2021,Totale vaccinazioni ogni cento abitanti,66.49,120.73,64.9,65.19,100.87,90.05
1066,08-06-2021,Totale vaccinazioni,56845515.0,10616729.0,39759294.0,31004060.0,69251163.0,303923667.0
1067,08-06-2021,Totale vaccinazioni ogni cento abitanti,67.75,120.78,65.86,66.33,101.53,90.37
1072,09-06-2021,Totale vaccinazioni,58272039.0,10621345.0,40353745.0,31628321.0,69743980.0,304753476.0
1073,09-06-2021,Totale vaccinazioni ogni cento abitanti,69.45,120.84,66.85,67.66,102.25,90.61
1078,10-06-2021,Totale vaccinazioni,59465749.0,10625669.0,40987793.0,32282553.0,70253625.0,305687618.0
1079,10-06-2021,Totale vaccinazioni ogni cento abitanti,70.88,120.89,67.9,69.06,103.0,90.89
1084,11-06-2021,Totale vaccinazioni,60531141.0,10627331.0,41610910.0,,70769348.0,306509795.0
1085,11-06-2021,Totale vaccinazioni ogni cento abitanti,72.15,120.91,68.93,,103.76,91.14
1090,12-06-2021,Totale vaccinazioni,60967149.0,10627559.0,42177670.0,,71343859.0,308112728.0
1091,12-06-2021,Totale vaccinazioni ogni cento abitanti,72.67,120.91,69.87,,104.6,91.61
1096,13-06-2021,Totale vaccinazioni,61250340.0,10631772.0,42613180.0,33242768.0,71672208.0,309322545.0
1097,13-06-2021,Totale vaccinazioni ogni cento abitanti,73.0,120.96,70.59,71.11,105.08,91.97
1102,14-06-2021,Totale vaccinazioni,61906932.0,10636057.0,43146909.0,33632590.0,72040763.0,310645827.0
1103,14-06-2021,Totale vaccinazioni ogni cento abitanti,73.79,121.0,71.47,71.95,105.62,92.36
1108,15-06-2021,Totale vaccinazioni,62956892.0,10640236.0,43683518.0,34224523.0,72461462.0,311886674.0
1109,15-06-2021,Totale vaccinazioni ogni cento abitanti,75.04,121.05,72.36,73.22,106.24,92.73
1114,16-06-2021,Totale vaccinazioni,64341425.0,10643658.0,44241443.0,34845346.0,72891861.0,312915170.0
1115,16-06-2021,Totale vaccinazioni ogni cento abitanti,76.69,121.09,73.29,74.54,106.87,93.04
1120,17-06-2021,Totale vaccinazioni,65491121.0,10647248.0,44846372.0,35412140.0,73359099.0,314969386.0
1121,17-06-2021,Totale vaccinazioni ogni cento abitanti,78.06,121.13,74.29,75.76,107.55,93.65
1126,18-06-2021,Totale vaccinazioni,66485243.0,10648716.0,45455979.0,,73787916.0,316048776.0
1127,18-06-2021,Totale vaccinazioni ogni cento abitanti,79.24,121.15,75.3,,108.18,93.97
1132,19-06-2021,Totale vaccinazioni,66912757.0,10648936.0,46015139.0,,74304520.0,317117797.0
1133,19-06-2021,Totale vaccinazioni ogni cento abitanti,79.75,121.15,76.23,,108.94,94.29
1138,20-06-2021,Totale vaccinazioni,67208060.0,10653394.0,46452853.0,36357745.0,74577678.0,317966408.0
1139,20-06-2021,Totale vaccinazioni ogni cento abitanti,80.1,121.2,76.95,77.78,109.34,94.54
1144,21-06-2021,Totale vaccinazioni,67840007.0,10659527.0,47011559.0,36880086.0,74638083.0,318576441.0
1145,21-06-2021,Totale vaccinazioni ogni cento abitanti,80.86,121.27,77.88,78.9,109.43,94.72
1150,22-06-2021,Totale vaccinazioni,68919664.0,10667228.0,47583298.0,37560626.0,75188795.0,319223844.0
1151,22-06-2021,Totale vaccinazioni ogni cento abitanti,82.14,121.36,78.82,80.35,110.24,94.92
1156,23-06-2021,Totale vaccinazioni,70256826.0,10678913.0,48151777.0,38293871.0,75564430.0,319872053.0
1157,23-06-2021,Totale vaccinazioni ogni cento abitanti,83.74,121.49,79.76,81.92,110.79,95.11
1162,24-06-2021,Totale vaccinazioni,71294196.0,10692089.0,48763364.0,38808490.0,75963777.0,320687205.0
1163,24-06-2021,Totale vaccinazioni ogni cento abitanti,84.97,121.64,80.78,83.02,111.37,95.35
1168,25-06-2021,Totale vaccinazioni,72216409.0,10699792.0,49380835.0,,76341044.0,321199379.0
1169,25-06-2021,Totale vaccinazioni ogni cento abitanti,86.07,121.73,81.8,,111.93,95.5
1174,26-06-2021,Totale vaccinazioni,72626838.0,10702096.0,49936042.0,,76774990.0,322123103.0
1175,26-06-2021,Totale vaccinazioni ogni cento abitanti,86.56,121.76,82.72,,112.56,95.78
1180,27-06-2021,Totale vaccinazioni,72918870.0,10718966.0,50367753.0,39914204.0,77038257.0,323327328.0
1181,27-06-2021,Totale vaccinazioni ogni cento abitanti,86.91,121.95,83.44,85.39,112.95,96.14
1186,28-06-2021,Totale vaccinazioni,73548691.0,10736832.0,50927218.0,40565038.0,77303533.0,324414371.0
1187,28-06-2021,Totale vaccinazioni ogni cento abitanti,87.66,122.15,84.36,86.78,113.34,96.46
1192,29-06-2021,Totale vaccinazioni,74483474.0,10756919.0,51490408.0,41279995.0,77592212.0,325152847.0
1193,29-06-2021,Totale vaccinazioni ogni cento abitanti,88.78,122.38,85.29,88.31,113.76,96.68
1198,30-06-2021,Totale vaccinazioni,75508146.0,10776424.0,52063716.0,42027584.0,77909177.0,326521526.0
1199,30-06-2021,Totale vaccinazioni ogni cento abitanti,90.0,122.6,86.24,89.91,114.22,97.09
1204,01-07-2021,Totale vaccinazioni,76492583.0,10796313.0,52632682.0,42792983.0,78254768.0,328152304.0
1205,01-07-2021,Totale vaccinazioni ogni cento abitanti,91.17,122.83,87.19,91.55,114.73,97.57
1210,02-07-2021,Totale vaccinazioni,77341020.0,10807415.0,53188058.0,,78555851.0,328809470.0
1211,02-07-2021,Totale vaccinazioni ogni cento abitanti,92.18,122.95,88.11,,115.17,97.77
1216,03-07-2021,Totale vaccinazioni,77718911.0,10810253.0,53715068.0,,78889449.0,329970551.0
1217,03-07-2021,Totale vaccinazioni ogni cento abitanti,92.63,122.99,88.98,,115.66,98.11
1222,04-07-2021,Totale vaccinazioni,77992405.0,10830989.0,54129458.0,43959621.0,79078081.0,330604253.0
1223,04-07-2021,Totale vaccinazioni ogni cento abitanti,92.96,123.22,89.67,94.04,115.94,98.3
1228,05-07-2021,Totale vaccinazioni,78530010.0,10851586.0,54669714.0,44544324.0,79302857.0,
1229,05-07-2021,Totale vaccinazioni ogni cento abitanti,93.6,123.46,90.56,95.29,116.27,
1234,06-07-2021,Totale vaccinazioni,79310434.0,10872562.0,55208048.0,45233735.0,79541794.0,331214347.0
1235,06-07-2021,Totale vaccinazioni ogni cento abitanti,94.53,123.7,91.45,96.77,116.62,98.48
1240,07-07-2021,Totale vaccinazioni,80308944.0,10890463.0,55756223.0,45924484.0,79800224.0,331651464.0
1241,07-07-2021,Totale vaccinazioni ogni cento abitanti,95.72,123.9,92.36,98.24,117.0,98.61
1246,08-07-2021,Totale vaccinazioni,81159183.0,10909601.0,56341577.0,46612489.0,80072121.0,332345797.0
1247,08-07-2021,Totale vaccinazioni ogni cento abitanti,96.73,124.12,93.33,99.72,117.4,98.82
1252,09-07-2021,Totale vaccinazioni,81918614.0,10921959.0,56940131.0,,80341023.0,332966409.0
1253,09-07-2021,Totale vaccinazioni ogni cento abitanti,97.64,124.26,94.32,,117.79,99.0
1258,10-07-2021,Totale vaccinazioni,82262626.0,10927166.0,57508952.0,,80646232.0,333565404.0
1259,10-07-2021,Totale vaccinazioni ogni cento abitanti,98.05,124.32,95.26,,118.24,99.18
1264,11-07-2021,Totale vaccinazioni,82490904.0,10931320.0,57920114.0,47777316.0,80795852.0,334151648.0
1265,11-07-2021,Totale vaccinazioni ogni cento abitanti,98.32,124.36,95.95,102.21,118.46,99.35
1270,12-07-2021,Totale vaccinazioni,82960478.0,10937206.0,58486961.0,48315430.0,80975508.0,334600770.0
1271,12-07-2021,Totale vaccinazioni ogni cento abitanti,98.88,124.43,96.88,103.36,118.72,99.49
1276,13-07-2021,Totale vaccinazioni,83724214.0,10945455.0,59058449.0,48911460.0,81192857.0,334942236.0
1277,13-07-2021,Totale vaccinazioni ogni cento abitanti,99.79,124.52,97.83,104.63,119.04,99.59
1282,14-07-2021,Totale vaccinazioni,84701286.0,10955855.0,59625629.0,49585197.0,81438892.0,335487779.0
1283,14-07-2021,Totale vaccinazioni ogni cento abitanti,100.95,124.64,98.77,106.08,119.4,99.75
1288,15-07-2021,Totale vaccinazioni,85470408.0,10968181.0,60239822.0,50239048.0,81702466.0,336054953.0
1289,15-07-2021,Totale vaccinazioni ogni cento abitanti,101.87,124.78,99.79,107.47,119.79,99.92
1294,16-07-2021,Totale vaccinazioni,86131973.0,10975142.0,60835441.0,,81974271.0,336604158.0
1295,16-07-2021,Totale vaccinazioni ogni cento abitanti,102.66,124.86,100.78,,120.18,100.08
1300,17-07-2021,Totale vaccinazioni,86404258.0,10976745.0,61373401.0,,82266702.0,337239448.0
1301,17-07-2021,Totale vaccinazioni ogni cento abitanti,102.98,124.88,101.67,,120.61,100.27
1306,18-07-2021,Totale vaccinazioni,86604513.0,10988669.0,61817988.0,51229989.0,82413766.0,337740358.0
1307,18-07-2021,Totale vaccinazioni ogni cento abitanti,103.22,125.02,102.4,109.59,120.83,100.42
1312,19-07-2021,Totale vaccinazioni,86987038.0,11003367.0,62392205.0,51710022.0,82592996.0,338247434.0
1313,19-07-2021,Totale vaccinazioni ogni cento abitanti,103.68,125.18,103.35,110.62,121.09,100.57
1318,20-07-2021,Totale vaccinazioni,87595990.0,11018007.0,62959563.0,52293044.0,82793310.0,338491374.0
1319,20-07-2021,Totale vaccinazioni ogni cento abitanti,104.4,125.35,104.29,111.87,121.39,100.64
1324,21-07-2021,Totale vaccinazioni,88352999.0,11032257.0,63540422.0,52879267.0,83021749.0,339102867.0
1325,21-07-2021,Totale vaccinazioni ogni cento abitanti,105.31,125.51,105.26,113.12,121.72,100.83
1330,22-07-2021,Totale vaccinazioni,88975893.0,11048494.0,64144698.0,53449255.0,83254082.0,339763765.0
1331,22-07-2021,Totale vaccinazioni ogni cento abitanti,106.05,125.7,106.26,114.34,122.06,101.02
1336,23-07-2021,Totale vaccinazioni,89547138.0,11058545.0,64731869.0,,83486397.0,340363922.0
1337,23-07-2021,Totale vaccinazioni ogni cento abitanti,106.73,125.81,107.23,,122.4,101.2
1342,24-07-2021,Totale vaccinazioni,89758580.0,11060512.0,65226621.0,,83734088.0,341039972.0
1343,24-07-2021,Totale vaccinazioni ogni cento abitanti,106.98,125.83,108.05,,122.76,101.4
1348,25-07-2021,Totale vaccinazioni,89883156.0,11080444.0,65589535.0,54259325.0,83876595.0,341818968.0
1349,25-07-2021,Totale vaccinazioni ogni cento abitanti,107.13,126.06,108.65,116.07,122.97,101.63
1354,26-07-2021,Totale vaccinazioni,90221789.0,11099128.0,66154220.0,54617577.0,84055550.0,342212051.0
1355,26-07-2021,Totale vaccinazioni ogni cento abitanti,107.53,126.27,109.59,116.84,123.24,101.75
1360,27-07-2021,Totale vaccinazioni,90775830.0,11118297.0,66727181.0,55185352.0,84242602.0,342607540.0
1361,27-07-2021,Totale vaccinazioni ogni cento abitanti,108.19,126.49,110.53,118.06,123.51,101.87
1366,28-07-2021,Totale vaccinazioni,91466297.0,11134825.0,67265428.0,55713142.0,84457622.0,343361524.0
1367,28-07-2021,Totale vaccinazioni ogni cento abitanti,109.02,126.68,111.43,119.18,123.83,102.09
1372,29-07-2021,Totale vaccinazioni,92044315.0,11153865.0,67804590.0,56186601.0,84679893.0,344071595.0
1373,29-07-2021,Totale vaccinazioni ogni cento abitanti,109.71,126.9,112.32,120.2,124.15,102.3
1378,30-07-2021,Totale vaccinazioni,92541847.0,11171173.0,68319541.0,,84887713.0,344928514.0
1379,30-07-2021,Totale vaccinazioni ogni cento abitanti,110.3,127.09,113.17,,124.46,102.56
1384,31-07-2021,Totale vaccinazioni,92737060.0,11182127.0,68751473.0,,85138553.0,345640466.0
1385,31-07-2021,Totale vaccinazioni ogni cento abitanti,110.53,127.22,113.89,,124.82,102.77
1390,01-08-2021,Totale vaccinazioni,92854166.0,11219323.0,69046395.0,56795869.0,85277829.0,346456669.0
1391,01-08-2021,Totale vaccinazioni ogni cento abitanti,110.67,127.64,114.38,121.5,125.03,103.01
1396,02-08-2021,Totale vaccinazioni,93147720.0,11283755.0,69522927.0,57141754.0,85430113.0,346924345.0
1397,02-08-2021,Totale vaccinazioni ogni cento abitanti,111.02,128.37,115.17,122.24,125.25,103.15
1402,03-08-2021,Totale vaccinazioni,93609767.0,11369014.0,69990526.0,57653031.0,85602164.0,347377149.0
1403,03-08-2021,Totale vaccinazioni ogni cento abitanti,111.57,129.34,115.94,123.33,125.5,103.29
1408,04-08-2021,Totale vaccinazioni,94181718.0,11456115.0,70466982.0,58102441.0,85801167.0,348102478.0
1409,04-08-2021,Totale vaccinazioni ogni cento abitanti,112.25,130.33,116.73,124.3,125.8,103.5
1414,05-08-2021,Totale vaccinazioni,94698997.0,11552157.0,70927831.0,58542495.0,86009359.0,348966419.0
1415,05-08-2021,Totale vaccinazioni ogni cento abitanti,112.87,131.43,117.49,125.24,126.1,103.76
1420,06-08-2021,Totale vaccinazioni,95139763.0,11600828.0,71365993.0,,86214691.0,349787479.0
1421,06-08-2021,Totale vaccinazioni ogni cento abitanti,113.4,131.98,118.22,,126.4,104.0
1426,07-08-2021,Totale vaccinazioni,95324899.0,11629680.0,71710321.0,,86466264.0,350627188.0
1427,07-08-2021,Totale vaccinazioni ogni cento abitanti,113.62,132.31,118.79,,126.77,104.25
1432,08-08-2021,Totale vaccinazioni,95441053.0,11717552.0,71969385.0,59108679.0,86611177.0,351400930.0
1433,08-08-2021,Totale vaccinazioni ogni cento abitanti,113.76,133.31,119.22,126.45,126.98,104.48
1438,09-08-2021,Totale vaccinazioni,95735107.0,11802006.0,72375831.0,59429601.0,86780455.0,351933175.0
1439,09-08-2021,Totale vaccinazioni ogni cento abitanti,114.11,134.27,119.89,127.14,127.23,104.64
1444,10-08-2021,Totale vaccinazioni,96164420.0,11885758.0,72752075.0,59927147.0,86969109.0,352550944.0
1445,10-08-2021,Totale vaccinazioni ogni cento abitanti,114.62,135.22,120.52,128.2,127.51,104.82
1450,11-08-2021,Totale vaccinazioni,96705707.0,11956626.0,73109535.0,60449774.0,87184438.0,353205544.0
1451,11-08-2021,Totale vaccinazioni ogni cento abitanti,115.26,136.03,121.11,129.32,127.82,105.02
1456,12-08-2021,Totale vaccinazioni,97177327.0,12026058.0,73447124.0,60919867.0,87421381.0,353859894.0
1457,12-08-2021,Totale vaccinazioni ogni cento abitanti,115.82,136.82,121.67,130.32,128.17,105.21
1462,13-08-2021,Totale vaccinazioni,97599982.0,12075496.0,73742742.0,,87633456.0,354777950.0
1463,13-08-2021,Totale vaccinazioni ogni cento abitanti,116.33,137.38,122.16,,128.48,105.49
1468,14-08-2021,Totale vaccinazioni,97794899.0,12122846.0,73870875.0,,87879643.0,355768825.0
1469,14-08-2021,Totale vaccinazioni ogni cento abitanti,116.56,137.92,122.37,,128.84,105.78
1474,15-08-2021,Totale vaccinazioni,97913216.0,12232122.0,73923499.0,61418303.0,88037283.0,356433665.0
1475,15-08-2021,Totale vaccinazioni ogni cento abitanti,116.7,139.16,122.46,131.39,129.07,105.98
1480,16-08-2021,Totale vaccinazioni,98178324.0,12332856.0,74157718.0,61723171.0,88211389.0,357292057.0
1481,16-08-2021,Totale vaccinazioni ogni cento abitanti,117.02,140.31,122.84,132.04,129.33,106.23
1486,17-08-2021,Totale vaccinazioni,98539132.0,12428310.0,74407369.0,62193144.0,88401088.0,357894995.0
1487,17-08-2021,Totale vaccinazioni ogni cento abitanti,117.45,141.4,123.26,133.05,129.61,106.41
1492,18-08-2021,Totale vaccinazioni,98960677.0,12510334.0,74665707.0,62665513.0,88617595.0,358599835.0
1493,18-08-2021,Totale vaccinazioni ogni cento abitanti,117.95,142.33,123.69,134.06,129.92,106.62
1498,19-08-2021,Totale vaccinazioni,99294182.0,12591131.0,74906929.0,63090941.0,88848633.0,359623380.0
1499,19-08-2021,Totale vaccinazioni ogni cento abitanti,118.35,143.25,124.08,134.97,130.26,106.93
1504,20-08-2021,Totale vaccinazioni,99635190.0,12658743.0,75136319.0,,89076910.0,360634287.0
1505,20-08-2021,Totale vaccinazioni ogni cento abitanti,118.75,144.02,124.46,,130.6,107.23
1510,21-08-2021,Totale vaccinazioni,99790805.0,12714289.0,75291886.0,,89344797.0,361684564.0
1511,21-08-2021,Totale vaccinazioni ogni cento abitanti,118.94,144.65,124.72,,130.99,107.54
1516,22-08-2021,Totale vaccinazioni,99884184.0,12833610.0,75404631.0,63590985.0,89501494.0,362657771.0
1517,22-08-2021,Totale vaccinazioni ogni cento abitanti,119.05,146.01,124.91,136.04,131.22,107.83
1522,23-08-2021,Totale vaccinazioni,100116338.0,12942390.0,75713744.0,63938402.0,89679178.0,363267789.0
1523,23-08-2021,Totale vaccinazioni ogni cento abitanti,119.33,147.24,125.42,136.78,131.48,108.01
1528,24-08-2021,Totale vaccinazioni,100412840.0,13056512.0,75993103.0,64312970.0,89865264.0,363915792.0
1529,24-08-2021,Totale vaccinazioni ogni cento abitanti,119.68,148.54,125.88,137.58,131.75,108.2
1534,25-08-2021,Totale vaccinazioni,100753843.0,13169485.0,76286578.0,64714501.0,90095045.0,364842701.0
1535,25-08-2021,Totale vaccinazioni ogni cento abitanti,120.09,149.83,126.37,138.44,132.09,108.48
1540,26-08-2021,Totale vaccinazioni,101053477.0,13285124.0,76567132.0,65035990.0,90295121.0,365767674.0
1541,26-08-2021,Totale vaccinazioni ogni cento abitanti,120.44,151.14,126.84,139.13,132.38,108.75
1546,27-08-2021,Totale vaccinazioni,101304268.0,13348526.0,76856081.0,,90471514.0,366838484.0
1547,27-08-2021,Totale vaccinazioni ogni cento abitanti,120.74,151.86,127.31,,132.64,109.07
1552,28-08-2021,Totale vaccinazioni,101438971.0,13386991.0,77082152.0,,90648473.0,367911870.0
1553,28-08-2021,Totale vaccinazioni ogni cento abitanti,120.9,152.3,127.69,,132.9,109.39
1558,29-08-2021,Totale vaccinazioni,101523108.0,13482410.0,77242139.0,65444891.0,90752303.0,368863734.0
1559,29-08-2021,Totale vaccinazioni ogni cento abitanti,121.0,153.39,127.95,140.0,133.05,109.67
1564,30-08-2021,Totale vaccinazioni,101713648.0,13616989.0,77590710.0,65673013.0,90838594.0,369556911.0
1565,30-08-2021,Totale vaccinazioni ogni cento abitanti,121.23,154.92,128.53,140.49,133.18,109.88
1570,31-08-2021,Totale vaccinazioni,101954069.0,13749456.0,77913118.0,66130220.0,90997895.0,370212027.0
1571,31-08-2021,Totale vaccinazioni ogni cento abitanti,121.52,156.43,129.06,141.47,133.41,110.08
1576,01-09-2021,Totale vaccinazioni,102234832.0,13875121.0,78225223.0,66464730.0,91155368.0,371280129.0
1577,01-09-2021,Totale vaccinazioni ogni cento abitanti,121.85,157.86,129.58,142.19,133.64,110.39
1582,02-09-2021,Totale vaccinazioni,102482005.0,14001492.0,78521741.0,66788317.0,91314745.0,372116617.0
1583,02-09-2021,Totale vaccinazioni ogni cento abitanti,122.15,159.29,130.07,142.88,133.88,110.64
