,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
0,2021-01-18,CAM,957,399,558,713,244,ITF,ITF3,15,Campania,Campania,5801692,957,0.02,0.02
1,2021-04-30,CAM,42229,20131,22098,25781,16448,ITF,ITF3,15,Campania,Campania,5801692,43186,0.74,0.73
2,2021-05-17,CAM,49216,21604,27612,24078,25138,ITF,ITF3,15,Campania,Campania,5801692,92402,1.59,0.85
3,2021-02-04,CAM,7943,3429,4514,1308,6635,ITF,ITF3,15,Campania,Campania,5801692,100345,1.73,0.14
4,2021-01-01,CAM,919,506,413,919,0,ITF,ITF3,15,Campania,Campania,5801692,101264,1.75,0.02
5,2021-04-13,CAM,26599,12682,13917,21069,5530,ITF,ITF3,15,Campania,Campania,5801692,127863,2.2,0.46
6,2021-02-13,CAM,5508,2550,2958,5291,217,ITF,ITF3,15,Campania,Campania,5801692,133371,2.3,0.09
7,2021-04-04,CAM,7958,4012,3946,6914,1044,ITF,ITF3,15,Campania,Campania,5801692,141329,2.44,0.14
8,2021-01-27,CAM,7738,3820,3918,162,7576,ITF,ITF3,15,Campania,Campania,5801692,149067,2.57,0.13
9,2021-03-18,CAM,12172,5378,6794,5984,6188,ITF,ITF3,15,Campania,Campania,5801692,161239,2.78,0.21
10,2021-02-25,CAM,12425,4478,7947,11237,1188,ITF,ITF3,15,Campania,Campania,5801692,173664,2.99,0.21
11,2021-04-09,CAM,29844,13965,15879,23717,6127,ITF,ITF3,15,Campania,Campania,5801692,203508,3.51,0.51
12,2021-01-22,CAM,1524,776,748,673,851,ITF,ITF3,15,Campania,Campania,5801692,205032,3.53,0.03
13,2021-03-06,CAM,16309,6753,9556,10640,5669,ITF,ITF3,15,Campania,Campania,5801692,221341,3.82,0.28
14,2021-01-06,CAM,7652,3749,3903,7652,0,ITF,ITF3,15,Campania,Campania,5801692,228993,3.95,0.13
15,2021-02-11,CAM,6278,2704,3574,6212,66,ITF,ITF3,15,Campania,Campania,5801692,235271,4.06,0.11
16,2021-04-16,CAM,34301,16552,17749,23643,10658,ITF,ITF3,15,Campania,Campania,5801692,269572,4.65,0.59
17,2021-02-18,CAM,9080,3812,5268,8372,708,ITF,ITF3,15,Campania,Campania,5801692,278652,4.8,0.16
18,2021-01-15,CAM,4980,2381,2599,4980,0,ITF,ITF3,15,Campania,Campania,5801692,283632,4.89,0.09
19,2021-03-13,CAM,14249,6795,7454,8967,5282,ITF,ITF3,15,Campania,Campania,5801692,297881,5.13,0.25
20,2021-04-25,CAM,30717,15170,15547,25328,5389,ITF,ITF3,15,Campania,Campania,5801692,328598,5.66,0.53
21,2021-01-13,CAM,8020,3666,4354,8020,0,ITF,ITF3,15,Campania,Campania,5801692,336618,5.8,0.14
22,2021-04-18,CAM,27214,13281,13933,18316,8898,ITF,ITF3,15,Campania,Campania,5801692,363832,6.27,0.47
23,2021-01-08,CAM,10455,4968,5487,10455,0,ITF,ITF3,15,Campania,Campania,5801692,374287,6.45,0.18
24,2021-04-11,CAM,17522,8605,8917,15440,2082,ITF,ITF3,15,Campania,Campania,5801692,391809,6.75,0.3
25,2021-02-06,CAM,5340,2665,2675,2102,3238,ITF,ITF3,15,Campania,Campania,5801692,397149,6.85,0.09
26,2021-04-28,CAM,36394,17613,18781,26644,9750,ITF,ITF3,15,Campania,Campania,5801692,433543,7.47,0.63
27,2021-01-03,CAM,3837,2009,1828,3837,0,ITF,ITF3,15,Campania,Campania,5801692,437380,7.54,0.07
28,2021-03-25,CAM,19990,9334,10656,16487,3503,ITF,ITF3,15,Campania,Campania,5801692,457370,7.88,0.34
29,2021-01-20,CAM,1257,650,607,1257,0,ITF,ITF3,15,Campania,Campania,5801692,458627,7.91,0.02
30,2021-01-30,CAM,10721,5079,5642,38,10683,ITF,ITF3,15,Campania,Campania,5801692,469348,8.09,0.18
31,2021-01-23,CAM,3838,2028,1810,273,3565,ITF,ITF3,15,Campania,Campania,5801692,473186,8.16,0.07
32,2021-04-08,CAM,28267,13638,14629,22431,5836,ITF,ITF3,15,Campania,Campania,5801692,501453,8.64,0.49
33,2021-04-01,CAM,24336,11685,12651,20203,4133,ITF,ITF3,15,Campania,Campania,5801692,525789,9.06,0.42
34,2021-05-21,CAM,63369,29334,34035,43174,20195,ITF,ITF3,15,Campania,Campania,5801692,589158,10.15,1.09
35,2021-01-04,CAM,5825,2962,2863,5825,0,ITF,ITF3,15,Campania,Campania,5801692,594983,10.26,0.1
36,2021-03-09,CAM,13880,6637,7243,10095,3785,ITF,ITF3,15,Campania,Campania,5801692,608863,10.49,0.24
37,2021-02-22,CAM,10680,3294,7386,10417,263,ITF,ITF3,15,Campania,Campania,5801692,619543,10.68,0.18
38,2021-03-20,CAM,13880,6428,7452,10141,3739,ITF,ITF3,15,Campania,Campania,5801692,633423,10.92,0.24
39,2021-05-09,CAM,43174,20276,22898,32084,11090,ITF,ITF3,15,Campania,Campania,5801692,676597,11.66,0.74
40,2021-01-16,CAM,3369,1675,1694,3369,0,ITF,ITF3,15,Campania,Campania,5801692,679966,11.72,0.06
41,2021-03-21,CAM,9983,4592,5391,7593,2390,ITF,ITF3,15,Campania,Campania,5801692,689949,11.89,0.17
42,2021-02-10,CAM,6904,3413,3491,6728,176,ITF,ITF3,15,Campania,Campania,5801692,696853,12.01,0.12
43,2021-05-28,CAM,71151,34078,37073,26755,44396,ITF,ITF3,15,Campania,Campania,5801692,768004,13.24,1.23
44,2021-05-14,CAM,60792,27462,33330,36304,24488,ITF,ITF3,15,Campania,Campania,5801692,828796,14.29,1.05
45,2021-03-28,CAM,15551,7500,8051,13927,1624,ITF,ITF3,15,Campania,Campania,5801692,844347,14.55,0.27
46,2021-05-16,CAM,51098,23191,27907,33567,17531,ITF,ITF3,15,Campania,Campania,5801692,895445,15.43,0.88
47,2021-02-03,CAM,8903,4003,4900,878,8025,ITF,ITF3,15,Campania,Campania,5801692,904348,15.59,0.15
48,2021-03-11,CAM,17579,8670,8909,10301,7278,ITF,ITF3,15,Campania,Campania,5801692,921927,15.89,0.3
49,2021-02-20,CAM,8573,3080,5493,8270,303,ITF,ITF3,15,Campania,Campania,5801692,930500,16.04,0.15
50,2021-02-27,CAM,13950,4473,9477,12308,1642,ITF,ITF3,15,Campania,Campania,5801692,944450,16.28,0.24
51,2021-05-02,CAM,43482,21537,21945,32133,11349,ITF,ITF3,15,Campania,Campania,5801692,987932,17.03,0.75
52,2021-04-23,CAM,32295,15505,16790,23160,9135,ITF,ITF3,15,Campania,Campania,5801692,1020227,17.58,0.56
53,2021-03-04,CAM,14658,5352,9306,8765,5893,ITF,ITF3,15,Campania,Campania,5801692,1034885,17.84,0.25
54,2021-05-24,CAM,31054,14887,16167,16167,14887,ITF,ITF3,15,Campania,Campania,5801692,1065939,18.37,0.54
55,2021-05-07,CAM,59697,29176,30521,43763,15934,ITF,ITF3,15,Campania,Campania,5801692,1125636,19.4,1.03
56,2021-05-26,CAM,51998,25381,26617,21133,30865,ITF,ITF3,15,Campania,Campania,5801692,1177634,20.3,0.9
57,2021-03-02,CAM,12756,4554,8202,8411,4345,ITF,ITF3,15,Campania,Campania,5801692,1190390,20.52,0.22
58,2021-01-11,CAM,4072,1871,2201,4072,0,ITF,ITF3,15,Campania,Campania,5801692,1194462,20.59,0.07
59,2020-12-27,CAM,720,422,298,720,0,ITF,ITF3,15,Campania,Campania,5801692,1195182,20.6,0.01
60,2021-04-20,CAM,31986,15488,16498,20681,11305,ITF,ITF3,15,Campania,Campania,5801692,1227168,21.15,0.55
61,2021-03-01,CAM,12130,4247,7883,8017,4113,ITF,ITF3,15,Campania,Campania,5801692,1239298,21.36,0.21
62,2021-04-06,CAM,24370,11419,12951,19849,4521,ITF,ITF3,15,Campania,Campania,5801692,1263668,21.78,0.42
63,2021-03-16,CAM,8086,3519,4567,3772,4314,ITF,ITF3,15,Campania,Campania,5801692,1271754,21.92,0.14
64,2021-01-25,CAM,5744,2926,2818,164,5580,ITF,ITF3,15,Campania,Campania,5801692,1277498,22.02,0.1
65,2021-03-23,CAM,15336,7055,8281,12823,2513,ITF,ITF3,15,Campania,Campania,5801692,1292834,22.28,0.26
66,2021-05-19,CAM,51008,22493,28515,34513,16495,ITF,ITF3,15,Campania,Campania,5801692,1343842,23.16,0.88
67,2021-05-12,CAM,40789,19910,20879,31654,9135,ITF,ITF3,15,Campania,Campania,5801692,1384631,23.87,0.7
68,2021-05-05,CAM,51124,24836,26288,44748,6376,ITF,ITF3,15,Campania,Campania,5801692,1435755,24.75,0.88
69,2021-02-08,CAM,5113,2449,2664,4310,803,ITF,ITF3,15,Campania,Campania,5801692,1440868,24.84,0.09
70,2021-02-01,CAM,3985,1813,2172,110,3875,ITF,ITF3,15,Campania,Campania,5801692,1444853,24.9,0.07
71,2021-03-30,CAM,21728,10272,11456,18770,2958,ITF,ITF3,15,Campania,Campania,5801692,1466581,25.28,0.37
72,2021-04-27,CAM,32098,15586,16512,24179,7919,ITF,ITF3,15,Campania,Campania,5801692,1498679,25.83,0.55
73,2021-03-22,CAM,12741,5921,6820,10701,2040,ITF,ITF3,15,Campania,Campania,5801692,1511420,26.05,0.22
74,2021-03-10,CAM,15248,7378,7870,8415,6833,ITF,ITF3,15,Campania,Campania,5801692,1526668,26.31,0.26
75,2021-03-27,CAM,21271,10030,11241,17407,3864,ITF,ITF3,15,Campania,Campania,5801692,1547939,26.68,0.37
76,2021-02-21,CAM,5834,2239,3595,5609,225,ITF,ITF3,15,Campania,Campania,5801692,1553773,26.78,0.1
77,2021-04-05,CAM,11637,5543,6094,9214,2423,ITF,ITF3,15,Campania,Campania,5801692,1565410,26.98,0.2
78,2021-05-25,CAM,45949,21931,24018,22886,23063,ITF,ITF3,15,Campania,Campania,5801692,1611359,27.77,0.79
79,2021-04-22,CAM,33938,16528,17410,21537,12401,ITF,ITF3,15,Campania,Campania,5801692,1645297,28.36,0.58
80,2021-01-09,CAM,10567,5024,5543,10567,0,ITF,ITF3,15,Campania,Campania,5801692,1655864,28.54,0.18
81,2021-05-13,CAM,55378,24807,30571,39389,15989,ITF,ITF3,15,Campania,Campania,5801692,1711242,29.5,0.95
82,2021-01-31,CAM,8067,3711,4356,23,8044,ITF,ITF3,15,Campania,Campania,5801692,1719309,29.63,0.14
83,2021-05-04,CAM,48432,23330,25102,39544,8888,ITF,ITF3,15,Campania,Campania,5801692,1767741,30.47,0.83
84,2021-03-31,CAM,22682,10906,11776,19243,3439,ITF,ITF3,15,Campania,Campania,5801692,1790423,30.86,0.39
85,2021-05-22,CAM,67834,32439,35395,46439,21395,ITF,ITF3,15,Campania,Campania,5801692,1858257,32.03,1.17
86,2021-05-29,CAM,45776,21773,24003,30027,15749,ITF,ITF3,15,Campania,Campania,5801692,1904033,32.82,0.79
87,2021-01-05,CAM,7238,3637,3601,7238,0,ITF,ITF3,15,Campania,Campania,5801692,1911271,32.94,0.12
88,2021-02-17,CAM,7388,3210,4178,6328,1060,ITF,ITF3,15,Campania,Campania,5801692,1918659,33.07,0.13
89,2021-03-14,CAM,8502,3721,4781,4363,4139,ITF,ITF3,15,Campania,Campania,5801692,1927161,33.22,0.15
90,2021-04-26,CAM,33992,16632,17360,28369,5623,ITF,ITF3,15,Campania,Campania,5801692,1961153,33.8,0.59
91,2021-04-17,CAM,36172,17506,18666,24666,11506,ITF,ITF3,15,Campania,Campania,5801692,1997325,34.43,0.62
92,2021-02-19,CAM,9570,3559,6011,8920,650,ITF,ITF3,15,Campania,Campania,5801692,2006895,34.59,0.16
93,2020-12-31,CAM,1490,811,679,1490,0,ITF,ITF3,15,Campania,Campania,5801692,2008385,34.62,0.03
94,2021-02-26,CAM,13339,4230,9109,12004,1335,ITF,ITF3,15,Campania,Campania,5801692,2021724,34.85,0.23
95,2021-04-24,CAM,36320,17513,18807,25074,11246,ITF,ITF3,15,Campania,Campania,5801692,2058044,35.47,0.63
96,2021-04-10,CAM,28340,13485,14855,23427,4913,ITF,ITF3,15,Campania,Campania,5801692,2086384,35.96,0.49
97,2021-01-07,CAM,8910,4166,4744,8910,0,ITF,ITF3,15,Campania,Campania,5801692,2095294,36.12,0.15
98,2021-03-05,CAM,16482,6348,10134,9819,6663,ITF,ITF3,15,Campania,Campania,5801692,2111776,36.4,0.28
99,2021-03-29,CAM,18947,9134,9813,17401,1546,ITF,ITF3,15,Campania,Campania,5801692,2130723,36.73,0.33
100,2021-05-15,CAM,62602,29026,33576,43937,18665,ITF,ITF3,15,Campania,Campania,5801692,2193325,37.8,1.08
101,2021-02-23,CAM,11003,3388,7615,10477,526,ITF,ITF3,15,Campania,Campania,5801692,2204328,37.99,0.19
102,2021-03-12,CAM,14247,7096,7151,8165,6082,ITF,ITF3,15,Campania,Campania,5801692,2218575,38.24,0.25
103,2021-01-19,CAM,1095,474,621,1092,3,ITF,ITF3,15,Campania,Campania,5801692,2219670,38.26,0.02
104,2021-05-18,CAM,52047,23142,28905,32506,19541,ITF,ITF3,15,Campania,Campania,5801692,2271717,39.16,0.9
105,2021-04-29,CAM,41283,20007,21276,24819,16464,ITF,ITF3,15,Campania,Campania,5801692,2313000,39.87,0.71
106,2021-04-14,CAM,27639,13330,14309,19074,8565,ITF,ITF3,15,Campania,Campania,5801692,2340639,40.34,0.48
107,2021-01-02,CAM,3673,1962,1711,3673,0,ITF,ITF3,15,Campania,Campania,5801692,2344312,40.41,0.06
108,2021-04-12,CAM,23302,10916,12386,20266,3036,ITF,ITF3,15,Campania,Campania,5801692,2367614,40.81,0.4
109,2021-02-24,CAM,11786,4149,7637,11098,688,ITF,ITF3,15,Campania,Campania,5801692,2379400,41.01,0.2
110,2021-04-15,CAM,34337,16658,17679,24440,9897,ITF,ITF3,15,Campania,Campania,5801692,2413737,41.6,0.59
111,2021-05-10,CAM,35403,16371,19032,25495,9908,ITF,ITF3,15,Campania,Campania,5801692,2449140,42.21,0.61
112,2021-03-07,CAM,11912,5344,6568,8069,3843,ITF,ITF3,15,Campania,Campania,5801692,2461052,42.42,0.21
113,2021-05-03,CAM,40740,19881,20859,28895,11845,ITF,ITF3,15,Campania,Campania,5801692,2501792,43.12,0.7
114,2021-02-12,CAM,6529,2861,3668,6343,186,ITF,ITF3,15,Campania,Campania,5801692,2508321,43.23,0.11
115,2021-04-03,CAM,21115,10315,10800,18735,2380,ITF,ITF3,15,Campania,Campania,5801692,2529436,43.6,0.36
116,2021-05-23,CAM,58714,28615,30099,37838,20876,ITF,ITF3,15,Campania,Campania,5801692,2588150,44.61,1.01
117,2021-01-29,CAM,10052,4812,5240,47,10005,ITF,ITF3,15,Campania,Campania,5801692,2598202,44.78,0.17
118,2021-03-19,CAM,11036,4870,6166,7165,3871,ITF,ITF3,15,Campania,Campania,5801692,2609238,44.97,0.19
119,2021-01-28,CAM,8832,4121,4711,134,8698,ITF,ITF3,15,Campania,Campania,5801692,2618070,45.13,0.15
120,2021-05-08,CAM,56333,27095,29238,40526,15807,ITF,ITF3,15,Campania,Campania,5801692,2674403,46.1,0.97
121,2021-02-15,CAM,5470,2516,2954,5297,173,ITF,ITF3,15,Campania,Campania,5801692,2679873,46.19,0.09
122,2021-01-10,CAM,8165,3736,4429,8165,0,ITF,ITF3,15,Campania,Campania,5801692,2688038,46.33,0.14
123,2021-04-21,CAM,30216,14721,15495,17991,12225,ITF,ITF3,15,Campania,Campania,5801692,2718254,46.85,0.52
124,2021-02-05,CAM,7260,3463,3797,2133,5127,ITF,ITF3,15,Campania,Campania,5801692,2725514,46.98,0.13
125,2021-01-21,CAM,2092,1115,977,676,1416,ITF,ITF3,15,Campania,Campania,5801692,2727606,47.01,0.04
126,2021-03-26,CAM,19456,8928,10528,15643,3813,ITF,ITF3,15,Campania,Campania,5801692,2747062,47.35,0.34
127,2021-05-01,CAM,46322,22654,23668,30224,16098,ITF,ITF3,15,Campania,Campania,5801692,2793384,48.15,0.8
128,2021-03-17,CAM,11588,5099,6489,5008,6580,ITF,ITF3,15,Campania,Campania,5801692,2804972,48.35,0.2
129,2021-03-03,CAM,13921,5494,8427,7291,6630,ITF,ITF3,15,Campania,Campania,5801692,2818893,48.59,0.24
130,2021-01-12,CAM,5214,2563,2651,5214,0,ITF,ITF3,15,Campania,Campania,5801692,2824107,48.68,0.09
131,2021-05-06,CAM,57249,27890,29359,42808,14441,ITF,ITF3,15,Campania,Campania,5801692,2881356,49.66,0.99
132,2021-02-28,CAM,10412,3206,7206,8512,1900,ITF,ITF3,15,Campania,Campania,5801692,2891768,49.84,0.18
133,2021-02-14,CAM,3928,1923,2005,3894,34,ITF,ITF3,15,Campania,Campania,5801692,2895696,49.91,0.07
134,2021-04-19,CAM,30729,14818,15911,19162,11567,ITF,ITF3,15,Campania,Campania,5801692,2926425,50.44,0.53
135,2021-02-07,CAM,2929,1382,1547,2158,771,ITF,ITF3,15,Campania,Campania,5801692,2929354,50.49,0.05
136,2021-01-17,CAM,1155,551,604,702,453,ITF,ITF3,15,Campania,Campania,5801692,2930509,50.51,0.02
137,2021-03-15,CAM,12931,6088,6843,8187,4744,ITF,ITF3,15,Campania,Campania,5801692,2943440,50.73,0.22
138,2021-02-16,CAM,5440,2411,3029,4669,771,ITF,ITF3,15,Campania,Campania,5801692,2948880,50.83,0.09
139,2021-02-09,CAM,4643,2202,2441,4391,252,ITF,ITF3,15,Campania,Campania,5801692,2953523,50.91,0.08
140,2021-05-27,CAM,72272,34746,37526,26195,46077,ITF,ITF3,15,Campania,Campania,5801692,3025795,52.15,1.25
141,2021-03-24,CAM,17618,8082,9536,14661,2957,ITF,ITF3,15,Campania,Campania,5801692,3043413,52.46,0.3
142,2021-05-20,CAM,60439,27823,32616,43080,17359,ITF,ITF3,15,Campania,Campania,5801692,3103852,53.5,1.04
143,2021-01-24,CAM,4128,2123,2005,383,3745,ITF,ITF3,15,Campania,Campania,5801692,3107980,53.57,0.07
144,2021-03-08,CAM,14539,6715,7824,9763,4776,ITF,ITF3,15,Campania,Campania,5801692,3122519,53.82,0.25
145,2021-05-11,CAM,39834,19231,20603,30466,9368,ITF,ITF3,15,Campania,Campania,5801692,3162353,54.51,0.69
146,2021-04-07,CAM,24755,11781,12974,20032,4723,ITF,ITF3,15,Campania,Campania,5801692,3187108,54.93,0.43
147,2021-04-02,CAM,21731,10410,11321,19410,2321,ITF,ITF3,15,Campania,Campania,5801692,3208839,55.31,0.37
148,2021-02-02,CAM,5723,2804,2919,444,5279,ITF,ITF3,15,Campania,Campania,5801692,3214562,55.41,0.1
149,2021-01-26,CAM,7340,3726,3614,351,6989,ITF,ITF3,15,Campania,Campania,5801692,3221902,55.53,0.13
150,2021-01-14,CAM,7073,2977,4096,7073,0,ITF,ITF3,15,Campania,Campania,5801692,3228975,55.66,0.12
151,2021-02-24,BAS,1803,743,1060,1734,69,ITF,ITF5,17,Basilicata,Basilicata,559084,1803,0.32,0.32
152,2021-03-13,BAS,1794,888,906,749,1045,ITF,ITF5,17,Basilicata,Basilicata,559084,3597,0.64,0.32
153,2021-02-07,BAS,373,159,214,49,324,ITF,ITF5,17,Basilicata,Basilicata,559084,3970,0.71,0.07
154,2021-05-20,BAS,5856,2965,2891,2891,2965,ITF,ITF5,17,Basilicata,Basilicata,559084,9826,1.76,1.05
155,2021-04-08,BAS,764,348,416,754,10,ITF,ITF5,17,Basilicata,Basilicata,559084,10590,1.89,0.14
156,2021-05-11,BAS,2654,1353,1301,1621,1033,ITF,ITF5,17,Basilicata,Basilicata,559084,13244,2.37,0.47
157,2021-05-28,BAS,3614,1803,1811,957,2657,ITF,ITF5,17,Basilicata,Basilicata,559084,16858,3.02,0.65
158,2021-03-22,BAS,1175,531,644,628,547,ITF,ITF5,17,Basilicata,Basilicata,559084,18033,3.23,0.21
159,2021-05-25,BAS,4191,2107,2084,873,3318,ITF,ITF5,17,Basilicata,Basilicata,559084,22224,3.98,0.75
160,2021-01-17,BAS,328,133,195,327,1,ITF,ITF5,17,Basilicata,Basilicata,559084,22552,4.03,0.06
161,2021-04-20,BAS,4035,1920,2115,2202,1833,ITF,ITF5,17,Basilicata,Basilicata,559084,26587,4.76,0.72
162,2021-01-08,BAS,554,219,335,554,0,ITF,ITF5,17,Basilicata,Basilicata,559084,27141,4.85,0.1
163,2021-03-17,BAS,1452,609,843,27,1425,ITF,ITF5,17,Basilicata,Basilicata,559084,28593,5.11,0.26
164,2021-04-29,BAS,4830,2384,2446,4409,421,ITF,ITF5,17,Basilicata,Basilicata,559084,33423,5.98,0.86
165,2021-05-04,BAS,4134,1990,2144,3611,523,ITF,ITF5,17,Basilicata,Basilicata,559084,37557,6.72,0.74
166,2021-03-08,BAS,1454,709,745,843,611,ITF,ITF5,17,Basilicata,Basilicata,559084,39011,6.98,0.26
167,2021-03-01,BAS,547,284,263,381,166,ITF,ITF5,17,Basilicata,Basilicata,559084,39558,7.08,0.1
168,2021-04-13,BAS,2146,1063,1083,1326,820,ITF,ITF5,17,Basilicata,Basilicata,559084,41704,7.46,0.38
169,2021-05-13,BAS,5982,2966,3016,3385,2597,ITF,ITF5,17,Basilicata,Basilicata,559084,47686,8.53,1.07
170,2021-01-26,BAS,796,352,444,101,695,ITF,ITF5,17,Basilicata,Basilicata,559084,48482,8.67,0.14
171,2021-01-24,BAS,837,300,537,58,779,ITF,ITF5,17,Basilicata,Basilicata,559084,49319,8.82,0.15
172,2021-02-22,BAS,1790,773,1017,1737,53,ITF,ITF5,17,Basilicata,Basilicata,559084,51109,9.14,0.32
173,2021-05-01,BAS,4701,2135,2566,3950,751,ITF,ITF5,17,Basilicata,Basilicata,559084,55810,9.98,0.84
174,2021-02-26,BAS,2149,904,1245,2069,80,ITF,ITF5,17,Basilicata,Basilicata,559084,57959,10.37,0.38
175,2021-05-18,BAS,5897,2856,3041,3403,2494,ITF,ITF5,17,Basilicata,Basilicata,559084,63856,11.42,1.05
176,2021-03-25,BAS,1879,601,1278,1533,346,ITF,ITF5,17,Basilicata,Basilicata,559084,65735,11.76,0.34
177,2021-05-21,BAS,4579,2324,2255,1498,3081,ITF,ITF5,17,Basilicata,Basilicata,559084,70314,12.58,0.82
178,2021-02-03,BAS,666,300,366,32,634,ITF,ITF5,17,Basilicata,Basilicata,559084,70980,12.7,0.12
179,2021-04-12,BAS,2173,1053,1120,1680,493,ITF,ITF5,17,Basilicata,Basilicata,559084,73153,13.08,0.39
180,2021-01-22,BAS,67,24,43,67,0,ITF,ITF5,17,Basilicata,Basilicata,559084,73220,13.1,0.01
181,2021-05-02,BAS,4180,2000,2180,3552,628,ITF,ITF5,17,Basilicata,Basilicata,559084,77400,13.84,0.75
182,2021-04-17,BAS,3461,1655,1806,2199,1262,ITF,ITF5,17,Basilicata,Basilicata,559084,80861,14.46,0.62
183,2020-12-27,BAS,106,41,65,106,0,ITF,ITF5,17,Basilicata,Basilicata,559084,80967,14.48,0.02
184,2021-02-15,BAS,622,232,390,580,42,ITF,ITF5,17,Basilicata,Basilicata,559084,81589,14.59,0.11
185,2021-05-27,BAS,3601,1853,1748,1078,2523,ITF,ITF5,17,Basilicata,Basilicata,559084,85190,15.24,0.64
186,2021-02-10,BAS,547,237,310,495,52,ITF,ITF5,17,Basilicata,Basilicata,559084,85737,15.34,0.1
187,2021-01-27,BAS,411,175,236,113,298,ITF,ITF5,17,Basilicata,Basilicata,559084,86148,15.41,0.07
188,2021-04-01,BAS,2808,1134,1674,2091,717,ITF,ITF5,17,Basilicata,Basilicata,559084,88956,15.91,0.5
189,2021-04-19,BAS,4163,1910,2253,2526,1637,ITF,ITF5,17,Basilicata,Basilicata,559084,93119,16.66,0.74
190,2021-04-15,BAS,3386,1659,1727,2632,754,ITF,ITF5,17,Basilicata,Basilicata,559084,96505,17.26,0.61
191,2021-01-03,BAS,901,344,557,901,0,ITF,ITF5,17,Basilicata,Basilicata,559084,97406,17.42,0.16
192,2021-03-29,BAS,2435,881,1554,2149,286,ITF,ITF5,17,Basilicata,Basilicata,559084,99841,17.86,0.44
193,2021-01-05,BAS,946,409,537,946,0,ITF,ITF5,17,Basilicata,Basilicata,559084,100787,18.03,0.17
194,2021-01-10,BAS,77,24,53,77,0,ITF,ITF5,17,Basilicata,Basilicata,559084,100864,18.04,0.01
195,2021-03-15,BAS,2352,983,1369,521,1831,ITF,ITF5,17,Basilicata,Basilicata,559084,103216,18.46,0.42
196,2021-04-27,BAS,4724,2242,2482,4399,325,ITF,ITF5,17,Basilicata,Basilicata,559084,107940,19.31,0.84
197,2021-01-19,BAS,199,84,115,199,0,ITF,ITF5,17,Basilicata,Basilicata,559084,108139,19.34,0.04
198,2021-03-24,BAS,1745,680,1065,1350,395,ITF,ITF5,17,Basilicata,Basilicata,559084,109884,19.65,0.31
199,2021-04-22,BAS,5036,2345,2691,3433,1603,ITF,ITF5,17,Basilicata,Basilicata,559084,114920,20.56,0.9
200,2021-02-17,BAS,1135,493,642,1059,76,ITF,ITF5,17,Basilicata,Basilicata,559084,116055,20.76,0.2
201,2021-04-05,BAS,723,233,490,421,302,ITF,ITF5,17,Basilicata,Basilicata,559084,116778,20.89,0.13
202,2021-02-14,BAS,151,48,103,151,0,ITF,ITF5,17,Basilicata,Basilicata,559084,116929,20.91,0.03
203,2021-03-03,BAS,1744,814,930,1186,558,ITF,ITF5,17,Basilicata,Basilicata,559084,118673,21.23,0.31
204,2021-01-31,BAS,77,24,53,0,77,ITF,ITF5,17,Basilicata,Basilicata,559084,118750,21.24,0.01
205,2021-03-20,BAS,1287,567,720,275,1012,ITF,ITF5,17,Basilicata,Basilicata,559084,120037,21.47,0.23
206,2021-01-29,BAS,614,229,385,63,551,ITF,ITF5,17,Basilicata,Basilicata,559084,120651,21.58,0.11
207,2021-01-15,BAS,813,350,463,813,0,ITF,ITF5,17,Basilicata,Basilicata,559084,121464,21.73,0.15
208,2021-03-06,BAS,1353,535,818,758,595,ITF,ITF5,17,Basilicata,Basilicata,559084,122817,21.97,0.24
209,2021-05-09,BAS,4686,2341,2345,2991,1695,ITF,ITF5,17,Basilicata,Basilicata,559084,127503,22.81,0.84
210,2021-03-05,BAS,1855,857,998,1109,746,ITF,ITF5,17,Basilicata,Basilicata,559084,129358,23.14,0.33
211,2021-04-24,BAS,4544,2197,2347,3532,1012,ITF,ITF5,17,Basilicata,Basilicata,559084,133902,23.95,0.81
212,2021-04-03,BAS,1807,749,1058,1472,335,ITF,ITF5,17,Basilicata,Basilicata,559084,135709,24.27,0.32
213,2021-02-05,BAS,984,443,541,64,920,ITF,ITF5,17,Basilicata,Basilicata,559084,136693,24.45,0.18
214,2021-05-16,BAS,4969,2466,2503,2858,2111,ITF,ITF5,17,Basilicata,Basilicata,559084,141662,25.34,0.89
215,2021-05-23,BAS,4515,2300,2215,1534,2981,ITF,ITF5,17,Basilicata,Basilicata,559084,146177,26.15,0.81
216,2021-03-27,BAS,2225,849,1376,1816,409,ITF,ITF5,17,Basilicata,Basilicata,559084,148402,26.54,0.4
217,2021-01-07,BAS,640,319,321,640,0,ITF,ITF5,17,Basilicata,Basilicata,559084,149042,26.66,0.11
218,2021-02-19,BAS,1622,737,885,1560,62,ITF,ITF5,17,Basilicata,Basilicata,559084,150664,26.95,0.29
219,2021-02-12,BAS,775,332,443,744,31,ITF,ITF5,17,Basilicata,Basilicata,559084,151439,27.09,0.14
220,2021-04-10,BAS,1032,378,654,950,82,ITF,ITF5,17,Basilicata,Basilicata,559084,152471,27.27,0.18
221,2021-05-08,BAS,4838,2399,2439,3431,1407,ITF,ITF5,17,Basilicata,Basilicata,559084,157309,28.14,0.87
