,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
222,2021-04-02,BAS,2318,1046,1272,1714,604,ITF,ITF5,17,Basilicata,Basilicata,559084,159627,28.55,0.41
223,2021-01-04,BAS,607,271,336,607,0,ITF,ITF5,17,Basilicata,Basilicata,559084,160234,28.66,0.11
224,2021-01-21,BAS,30,10,20,30,0,ITF,ITF5,17,Basilicata,Basilicata,559084,160264,28.67,0.01
225,2021-05-03,BAS,4513,2043,2470,3686,827,ITF,ITF5,17,Basilicata,Basilicata,559084,164777,29.47,0.81
226,2021-03-30,BAS,2739,1156,1583,2394,345,ITF,ITF5,17,Basilicata,Basilicata,559084,167516,29.96,0.49
227,2021-01-12,BAS,217,88,129,217,0,ITF,ITF5,17,Basilicata,Basilicata,559084,167733,30.0,0.04
228,2021-03-21,BAS,1046,481,565,352,694,ITF,ITF5,17,Basilicata,Basilicata,559084,168779,30.19,0.19
229,2021-05-29,BAS,2349,1214,1135,650,1699,ITF,ITF5,17,Basilicata,Basilicata,559084,171128,30.61,0.42
230,2021-01-13,BAS,916,387,529,916,0,ITF,ITF5,17,Basilicata,Basilicata,559084,172044,30.77,0.16
231,2021-01-30,BAS,704,227,477,128,576,ITF,ITF5,17,Basilicata,Basilicata,559084,172748,30.9,0.13
232,2021-02-11,BAS,951,401,550,868,83,ITF,ITF5,17,Basilicata,Basilicata,559084,173699,31.07,0.17
233,2021-03-26,BAS,1957,703,1254,1696,261,ITF,ITF5,17,Basilicata,Basilicata,559084,175656,31.42,0.35
234,2021-02-20,BAS,1161,531,630,1043,118,ITF,ITF5,17,Basilicata,Basilicata,559084,176817,31.63,0.21
235,2021-05-24,BAS,4824,2340,2484,1103,3721,ITF,ITF5,17,Basilicata,Basilicata,559084,181641,32.49,0.86
236,2021-03-10,BAS,1674,837,837,835,839,ITF,ITF5,17,Basilicata,Basilicata,559084,183315,32.79,0.3
237,2021-05-06,BAS,5053,2435,2618,3484,1569,ITF,ITF5,17,Basilicata,Basilicata,559084,188368,33.69,0.9
238,2021-02-02,BAS,367,143,224,175,192,ITF,ITF5,17,Basilicata,Basilicata,559084,188735,33.76,0.07
239,2021-01-16,BAS,721,304,417,721,0,ITF,ITF5,17,Basilicata,Basilicata,559084,189456,33.89,0.13
240,2021-02-28,BAS,804,343,461,775,29,ITF,ITF5,17,Basilicata,Basilicata,559084,190260,34.03,0.14
241,2021-01-09,BAS,557,160,397,557,0,ITF,ITF5,17,Basilicata,Basilicata,559084,190817,34.13,0.1
242,2021-05-07,BAS,4644,2283,2361,3288,1356,ITF,ITF5,17,Basilicata,Basilicata,559084,195461,34.96,0.83
243,2021-03-18,BAS,1349,563,786,25,1324,ITF,ITF5,17,Basilicata,Basilicata,559084,196810,35.2,0.24
244,2021-04-28,BAS,4704,2158,2546,4263,441,ITF,ITF5,17,Basilicata,Basilicata,559084,201514,36.04,0.84
245,2021-03-02,BAS,803,389,414,658,145,ITF,ITF5,17,Basilicata,Basilicata,559084,202317,36.19,0.14
246,2021-04-21,BAS,3921,1835,2086,2271,1650,ITF,ITF5,17,Basilicata,Basilicata,559084,206238,36.89,0.7
247,2021-01-25,BAS,1023,429,594,74,949,ITF,ITF5,17,Basilicata,Basilicata,559084,207261,37.07,0.18
248,2021-01-18,BAS,463,157,306,364,99,ITF,ITF5,17,Basilicata,Basilicata,559084,207724,37.15,0.08
249,2021-03-16,BAS,1903,801,1102,228,1675,ITF,ITF5,17,Basilicata,Basilicata,559084,209627,37.49,0.34
250,2021-05-05,BAS,4334,2047,2287,3444,890,ITF,ITF5,17,Basilicata,Basilicata,559084,213961,38.27,0.78
251,2021-03-09,BAS,1392,707,685,788,604,ITF,ITF5,17,Basilicata,Basilicata,559084,215353,38.52,0.25
252,2021-01-11,BAS,183,66,117,183,0,ITF,ITF5,17,Basilicata,Basilicata,559084,215536,38.55,0.03
253,2021-01-23,BAS,718,303,415,33,685,ITF,ITF5,17,Basilicata,Basilicata,559084,216254,38.68,0.13
254,2021-04-14,BAS,2049,1002,1047,1375,674,ITF,ITF5,17,Basilicata,Basilicata,559084,218303,39.05,0.37
255,2021-02-09,BAS,491,213,278,316,175,ITF,ITF5,17,Basilicata,Basilicata,559084,218794,39.13,0.09
256,2021-03-11,BAS,1787,921,866,828,959,ITF,ITF5,17,Basilicata,Basilicata,559084,220581,39.45,0.32
257,2021-01-06,BAS,294,129,165,294,0,ITF,ITF5,17,Basilicata,Basilicata,559084,220875,39.51,0.05
258,2021-03-28,BAS,2139,741,1398,2122,17,ITF,ITF5,17,Basilicata,Basilicata,559084,223014,39.89,0.38
259,2021-03-14,BAS,1008,477,531,539,469,ITF,ITF5,17,Basilicata,Basilicata,559084,224022,40.07,0.18
260,2021-05-17,BAS,5542,2735,2807,3409,2133,ITF,ITF5,17,Basilicata,Basilicata,559084,229564,41.06,0.99
261,2021-03-12,BAS,1900,977,923,801,1099,ITF,ITF5,17,Basilicata,Basilicata,559084,231464,41.4,0.34
262,2021-01-20,BAS,84,22,62,84,0,ITF,ITF5,17,Basilicata,Basilicata,559084,231548,41.42,0.02
263,2021-02-25,BAS,1787,736,1051,1741,46,ITF,ITF5,17,Basilicata,Basilicata,559084,233335,41.74,0.32
264,2021-02-06,BAS,902,367,535,146,756,ITF,ITF5,17,Basilicata,Basilicata,559084,234237,41.9,0.16
265,2021-04-30,BAS,5284,2373,2911,4121,1163,ITF,ITF5,17,Basilicata,Basilicata,559084,239521,42.84,0.95
266,2021-01-02,BAS,949,380,569,949,0,ITF,ITF5,17,Basilicata,Basilicata,559084,240470,43.01,0.17
267,2021-04-26,BAS,4464,2164,2300,4244,220,ITF,ITF5,17,Basilicata,Basilicata,559084,244934,43.81,0.8
268,2021-02-21,BAS,284,113,171,284,0,ITF,ITF5,17,Basilicata,Basilicata,559084,245218,43.86,0.05
269,2021-03-07,BAS,887,309,578,849,38,ITF,ITF5,17,Basilicata,Basilicata,559084,246105,44.02,0.16
270,2021-05-14,BAS,5906,2797,3109,3374,2532,ITF,ITF5,17,Basilicata,Basilicata,559084,252011,45.08,1.06
271,2021-02-16,BAS,905,377,528,807,98,ITF,ITF5,17,Basilicata,Basilicata,559084,252916,45.24,0.16
272,2021-04-07,BAS,1218,549,669,1181,37,ITF,ITF5,17,Basilicata,Basilicata,559084,254134,45.46,0.22
273,2021-04-06,BAS,1266,461,805,1082,184,ITF,ITF5,17,Basilicata,Basilicata,559084,255400,45.68,0.23
274,2021-02-01,BAS,242,91,151,46,196,ITF,ITF5,17,Basilicata,Basilicata,559084,255642,45.73,0.04
275,2021-05-26,BAS,4469,2245,2224,1706,2763,ITF,ITF5,17,Basilicata,Basilicata,559084,260111,46.52,0.8
276,2021-05-12,BAS,4722,2324,2398,2839,1883,ITF,ITF5,17,Basilicata,Basilicata,559084,264833,47.37,0.84
277,2021-03-23,BAS,1584,608,976,1409,175,ITF,ITF5,17,Basilicata,Basilicata,559084,266417,47.65,0.28
278,2021-04-16,BAS,3319,1632,1687,2421,898,ITF,ITF5,17,Basilicata,Basilicata,559084,269736,48.25,0.59
279,2021-03-19,BAS,2290,992,1298,262,2028,ITF,ITF5,17,Basilicata,Basilicata,559084,272026,48.66,0.41
280,2021-01-28,BAS,903,401,502,119,784,ITF,ITF5,17,Basilicata,Basilicata,559084,272929,48.82,0.16
281,2021-01-14,BAS,969,413,556,969,0,ITF,ITF5,17,Basilicata,Basilicata,559084,273898,48.99,0.17
282,2021-04-25,BAS,2985,1458,1527,2932,53,ITF,ITF5,17,Basilicata,Basilicata,559084,276883,49.52,0.53
283,2021-02-23,BAS,1901,771,1130,1763,138,ITF,ITF5,17,Basilicata,Basilicata,559084,278784,49.86,0.34
284,2021-03-31,BAS,3095,1258,1837,2313,782,ITF,ITF5,17,Basilicata,Basilicata,559084,281879,50.42,0.55
285,2021-02-08,BAS,557,193,364,151,406,ITF,ITF5,17,Basilicata,Basilicata,559084,282436,50.52,0.1
286,2021-05-19,BAS,2870,1498,1372,1194,1676,ITF,ITF5,17,Basilicata,Basilicata,559084,285306,51.03,0.51
287,2021-05-10,BAS,4806,2383,2423,2766,2040,ITF,ITF5,17,Basilicata,Basilicata,559084,290112,51.89,0.86
288,2021-04-23,BAS,4530,2179,2351,3530,1000,ITF,ITF5,17,Basilicata,Basilicata,559084,294642,52.7,0.81
289,2021-02-04,BAS,1095,442,653,63,1032,ITF,ITF5,17,Basilicata,Basilicata,559084,295737,52.9,0.2
290,2021-04-09,BAS,1152,350,802,1089,63,ITF,ITF5,17,Basilicata,Basilicata,559084,296889,53.1,0.21
291,2021-05-15,BAS,6527,3341,3186,3955,2572,ITF,ITF5,17,Basilicata,Basilicata,559084,303416,54.27,1.17
292,2021-02-27,BAS,1991,859,1132,1827,164,ITF,ITF5,17,Basilicata,Basilicata,559084,305407,54.63,0.36
293,2021-04-11,BAS,848,330,518,786,62,ITF,ITF5,17,Basilicata,Basilicata,559084,306255,54.78,0.15
294,2021-04-04,BAS,610,225,385,197,413,ITF,ITF5,17,Basilicata,Basilicata,559084,306865,54.89,0.11
295,2021-05-22,BAS,5600,2786,2814,2048,3552,ITF,ITF5,17,Basilicata,Basilicata,559084,312465,55.89,1.0
296,2021-02-13,BAS,799,313,486,738,61,ITF,ITF5,17,Basilicata,Basilicata,559084,313264,56.03,0.14
297,2021-04-18,BAS,3720,1847,1873,2353,1367,ITF,ITF5,17,Basilicata,Basilicata,559084,316984,56.7,0.67
298,2021-02-18,BAS,1070,401,669,855,215,ITF,ITF5,17,Basilicata,Basilicata,559084,318054,56.89,0.19
299,2021-03-04,BAS,1877,892,985,1082,795,ITF,ITF5,17,Basilicata,Basilicata,559084,319931,57.22,0.34
300,2021-04-26,LIG,10450,4916,5534,7824,2626,ITC,ITC3,7,Liguria,Liguria,1550640,10450,0.67,0.67
301,2021-02-21,LIG,869,491,378,865,4,ITC,ITC3,7,Liguria,Liguria,1550640,11319,0.73,0.06
302,2021-02-04,LIG,2817,986,1831,179,2638,ITC,ITC3,7,Liguria,Liguria,1550640,14136,0.91,0.18
303,2021-01-18,LIG,2135,745,1390,1978,157,ITC,ITC3,7,Liguria,Liguria,1550640,16271,1.05,0.14
304,2021-01-09,LIG,1335,481,854,1335,0,ITC,ITC3,7,Liguria,Liguria,1550640,17606,1.14,0.09
305,2021-04-04,LIG,756,366,390,507,249,ITC,ITC3,7,Liguria,Liguria,1550640,18362,1.18,0.05
306,2021-02-13,LIG,1080,508,572,800,280,ITC,ITC3,7,Liguria,Liguria,1550640,19442,1.25,0.07
307,2021-03-31,LIG,11844,5207,6637,9074,2770,ITC,ITC3,7,Liguria,Liguria,1550640,31286,2.02,0.76
308,2021-04-09,LIG,12424,5556,6868,10685,1739,ITC,ITC3,7,Liguria,Liguria,1550640,43710,2.82,0.8
309,2020-12-28,LIG,80,30,50,80,0,ITC,ITC3,7,Liguria,Liguria,1550640,43790,2.82,0.01
310,2021-02-25,LIG,3455,1349,2106,3325,130,ITC,ITC3,7,Liguria,Liguria,1550640,47245,3.05,0.22
311,2021-04-30,LIG,14350,6392,7958,5780,8570,ITC,ITC3,7,Liguria,Liguria,1550640,61595,3.97,0.93
312,2021-03-06,LIG,3304,1842,1462,2599,705,ITC,ITC3,7,Liguria,Liguria,1550640,64899,4.19,0.21
313,2021-05-29,LIG,5799,2758,3041,3406,2393,ITC,ITC3,7,Liguria,Liguria,1550640,70698,4.56,0.37
314,2021-04-23,LIG,14675,6639,8036,8555,6120,ITC,ITC3,7,Liguria,Liguria,1550640,85373,5.51,0.95
315,2021-04-16,LIG,11973,5281,6692,10162,1811,ITC,ITC3,7,Liguria,Liguria,1550640,97346,6.28,0.77
316,2021-03-11,LIG,6352,3054,3298,4346,2006,ITC,ITC3,7,Liguria,Liguria,1550640,103698,6.69,0.41
317,2021-01-13,LIG,2754,1013,1741,2754,0,ITC,ITC3,7,Liguria,Liguria,1550640,106452,6.87,0.18
318,2021-01-21,LIG,1103,385,718,672,431,ITC,ITC3,7,Liguria,Liguria,1550640,107555,6.94,0.07
319,2021-01-14,LIG,2981,1055,1926,2981,0,ITC,ITC3,7,Liguria,Liguria,1550640,110536,7.13,0.19
320,2021-03-12,LIG,6150,2814,3336,3681,2469,ITC,ITC3,7,Liguria,Liguria,1550640,116686,7.53,0.4
321,2021-01-28,LIG,2847,971,1876,39,2808,ITC,ITC3,7,Liguria,Liguria,1550640,119533,7.71,0.18
322,2021-02-02,LIG,2668,1005,1663,134,2534,ITC,ITC3,7,Liguria,Liguria,1550640,122201,7.88,0.17
323,2021-05-15,LIG,7171,3188,3983,4298,2873,ITC,ITC3,7,Liguria,Liguria,1550640,129372,8.34,0.46
324,2021-01-16,LIG,1278,557,721,1278,0,ITC,ITC3,7,Liguria,Liguria,1550640,130650,8.43,0.08
325,2021-04-28,LIG,14448,6520,7928,6460,7988,ITC,ITC3,7,Liguria,Liguria,1550640,145098,9.36,0.93
326,2020-12-30,LIG,12,5,7,12,0,ITC,ITC3,7,Liguria,Liguria,1550640,145110,9.36,0.0
327,2021-04-11,LIG,4249,1931,2318,4000,249,ITC,ITC3,7,Liguria,Liguria,1550640,149359,9.63,0.27
328,2021-03-14,LIG,1658,752,906,1054,604,ITC,ITC3,7,Liguria,Liguria,1550640,151017,9.74,0.11
329,2021-01-23,LIG,809,295,514,153,656,ITC,ITC3,7,Liguria,Liguria,1550640,151826,9.79,0.05
330,2021-05-17,LIG,11837,5364,6473,8535,3302,ITC,ITC3,7,Liguria,Liguria,1550640,163663,10.55,0.76
331,2021-01-30,LIG,1661,567,1094,25,1636,ITC,ITC3,7,Liguria,Liguria,1550640,165324,10.66,0.11
332,2021-03-28,LIG,1142,511,631,391,751,ITC,ITC3,7,Liguria,Liguria,1550640,166466,10.74,0.07
333,2021-01-02,LIG,691,245,446,691,0,ITC,ITC3,7,Liguria,Liguria,1550640,167157,10.78,0.04
334,2021-03-07,LIG,1857,1084,773,1556,301,ITC,ITC3,7,Liguria,Liguria,1550640,169014,10.9,0.12
335,2021-03-09,LIG,5932,2754,3178,4502,1430,ITC,ITC3,7,Liguria,Liguria,1550640,174946,11.28,0.38
336,2021-03-19,LIG,5296,2235,3061,2149,3147,ITC,ITC3,7,Liguria,Liguria,1550640,180242,11.62,0.34
337,2021-05-08,LIG,7538,3333,4205,2324,5214,ITC,ITC3,7,Liguria,Liguria,1550640,187780,12.11,0.49
338,2021-02-11,LIG,1974,767,1207,1103,871,ITC,ITC3,7,Liguria,Liguria,1550640,189754,12.24,0.13
339,2021-05-22,LIG,6551,3195,3356,4943,1608,ITC,ITC3,7,Liguria,Liguria,1550640,196305,12.66,0.42
340,2021-04-02,LIG,11671,5117,6554,9185,2486,ITC,ITC3,7,Liguria,Liguria,1550640,207976,13.41,0.75
341,2021-05-10,LIG,12506,5505,7001,6132,6374,ITC,ITC3,7,Liguria,Liguria,1550640,220482,14.22,0.81
342,2021-05-03,LIG,13269,5920,7349,6457,6812,ITC,ITC3,7,Liguria,Liguria,1550640,233751,15.07,0.86
343,2021-03-21,LIG,552,221,331,69,483,ITC,ITC3,7,Liguria,Liguria,1550640,234303,15.11,0.04
344,2021-02-06,LIG,1892,768,1124,145,1747,ITC,ITC3,7,Liguria,Liguria,1550640,236195,15.23,0.12
345,2021-03-26,LIG,9122,3854,5268,5968,3154,ITC,ITC3,7,Liguria,Liguria,1550640,245317,15.82,0.59
346,2021-02-18,LIG,2762,1126,1636,2431,331,ITC,ITC3,7,Liguria,Liguria,1550640,248079,16.0,0.18
347,2021-05-14,LIG,12881,5649,7232,8583,4298,ITC,ITC3,7,Liguria,Liguria,1550640,260960,16.83,0.83
348,2021-02-20,LIG,1336,637,699,1335,1,ITC,ITC3,7,Liguria,Liguria,1550640,262296,16.92,0.09
349,2021-04-07,LIG,13585,6032,7553,11296,2289,ITC,ITC3,7,Liguria,Liguria,1550640,275881,17.79,0.88
350,2021-02-23,LIG,3806,1559,2247,3697,109,ITC,ITC3,7,Liguria,Liguria,1550640,279687,18.04,0.25
351,2021-03-04,LIG,4738,2118,2620,3891,847,ITC,ITC3,7,Liguria,Liguria,1550640,284425,18.34,0.31
352,2021-02-28,LIG,1060,581,479,1051,9,ITC,ITC3,7,Liguria,Liguria,1550640,285485,18.41,0.07
353,2021-04-19,LIG,12812,5617,7195,9003,3809,ITC,ITC3,7,Liguria,Liguria,1550640,298297,19.24,0.83
354,2021-05-24,LIG,11658,5424,6234,9178,2480,ITC,ITC3,7,Liguria,Liguria,1550640,309955,19.99,0.75
355,2021-05-07,LIG,13571,6026,7545,5806,7765,ITC,ITC3,7,Liguria,Liguria,1550640,323526,20.86,0.88
356,2021-03-02,LIG,4074,1689,2385,3764,310,ITC,ITC3,7,Liguria,Liguria,1550640,327600,21.13,0.26
357,2021-04-21,LIG,14246,6432,7814,8923,5323,ITC,ITC3,7,Liguria,Liguria,1550640,341846,22.05,0.92
358,2021-05-05,LIG,13710,6138,7572,5292,8418,ITC,ITC3,7,Liguria,Liguria,1550640,355556,22.93,0.88
359,2021-03-16,LIG,6073,2722,3351,2349,3724,ITC,ITC3,7,Liguria,Liguria,1550640,361629,23.32,0.39
360,2021-01-11,LIG,2654,990,1664,2654,0,ITC,ITC3,7,Liguria,Liguria,1550640,364283,23.49,0.17
361,2021-01-25,LIG,2725,889,1836,478,2247,ITC,ITC3,7,Liguria,Liguria,1550640,367008,23.67,0.18
362,2021-05-12,LIG,11938,5353,6585,6598,5340,ITC,ITC3,7,Liguria,Liguria,1550640,378946,24.44,0.77
363,2021-05-19,LIG,13518,5944,7574,10410,3108,ITC,ITC3,7,Liguria,Liguria,1550640,392464,25.31,0.87
364,2021-03-23,LIG,9036,4082,4954,5827,3209,ITC,ITC3,7,Liguria,Liguria,1550640,401500,25.89,0.58
365,2021-02-01,LIG,2558,923,1635,90,2468,ITC,ITC3,7,Liguria,Liguria,1550640,404058,26.06,0.16
366,2021-05-26,LIG,16120,7994,8126,11967,4153,ITC,ITC3,7,Liguria,Liguria,1550640,420178,27.1,1.04
367,2021-03-30,LIG,12146,5379,6767,8757,3389,ITC,ITC3,7,Liguria,Liguria,1550640,432324,27.88,0.78
368,2021-05-27,LIG,16263,8204,8059,12371,3892,ITC,ITC3,7,Liguria,Liguria,1550640,448587,28.93,1.05
369,2021-02-09,LIG,1937,690,1247,257,1680,ITC,ITC3,7,Liguria,Liguria,1550640,450524,29.05,0.12
370,2021-02-16,LIG,2397,954,1443,2004,393,ITC,ITC3,7,Liguria,Liguria,1550640,452921,29.21,0.15
371,2021-04-14,LIG,13029,5659,7370,10826,2203,ITC,ITC3,7,Liguria,Liguria,1550640,465950,30.05,0.84
372,2021-01-04,LIG,2617,855,1762,2617,0,ITC,ITC3,7,Liguria,Liguria,1550640,468567,30.22,0.17
373,2021-01-01,LIG,144,55,89,144,0,ITC,ITC3,7,Liguria,Liguria,1550640,468711,30.23,0.01
374,2021-04-13,LIG,13052,5860,7192,11031,2021,ITC,ITC3,7,Liguria,Liguria,1550640,481763,31.07,0.84
375,2021-03-27,LIG,3921,1538,2383,2525,1396,ITC,ITC3,7,Liguria,Liguria,1550640,485684,31.32,0.25
376,2021-05-13,LIG,13038,5850,7188,8823,4215,ITC,ITC3,7,Liguria,Liguria,1550640,498722,32.16,0.84
377,2021-03-10,LIG,5878,2840,3038,3972,1906,ITC,ITC3,7,Liguria,Liguria,1550640,504600,32.54,0.38
378,2021-04-18,LIG,2584,1151,1433,2115,469,ITC,ITC3,7,Liguria,Liguria,1550640,507184,32.71,0.17
379,2021-01-27,LIG,1744,603,1141,141,1603,ITC,ITC3,7,Liguria,Liguria,1550640,508928,32.82,0.11
380,2021-05-21,LIG,12839,5952,6887,9714,3125,ITC,ITC3,7,Liguria,Liguria,1550640,521767,33.65,0.83
381,2021-03-18,LIG,4982,2124,2858,2009,2973,ITC,ITC3,7,Liguria,Liguria,1550640,526749,33.97,0.32
382,2021-04-01,LIG,12378,5468,6910,9608,2770,ITC,ITC3,7,Liguria,Liguria,1550640,539127,34.77,0.8
383,2021-05-09,LIG,2822,1242,1580,1112,1710,ITC,ITC3,7,Liguria,Liguria,1550640,541949,34.95,0.18
384,2021-01-22,LIG,1818,604,1214,1332,486,ITC,ITC3,7,Liguria,Liguria,1550640,543767,35.07,0.12
385,2021-05-04,LIG,13603,6081,7522,5376,8227,ITC,ITC3,7,Liguria,Liguria,1550640,557370,35.94,0.88
386,2021-04-05,LIG,3976,1751,2225,2327,1649,ITC,ITC3,7,Liguria,Liguria,1550640,561346,36.2,0.26
387,2021-01-06,LIG,1660,616,1044,1660,0,ITC,ITC3,7,Liguria,Liguria,1550640,563006,36.31,0.11
388,2021-01-15,LIG,2256,754,1502,2256,0,ITC,ITC3,7,Liguria,Liguria,1550640,565262,36.45,0.15
389,2021-04-25,LIG,1936,921,1015,1521,415,ITC,ITC3,7,Liguria,Liguria,1550640,567198,36.58,0.12
390,2021-03-13,LIG,3827,1616,2211,2972,855,ITC,ITC3,7,Liguria,Liguria,1550640,571025,36.83,0.25
391,2021-03-20,LIG,2316,995,1321,1142,1174,ITC,ITC3,7,Liguria,Liguria,1550640,573341,36.97,0.15
392,2021-04-08,LIG,13727,6157,7570,11683,2044,ITC,ITC3,7,Liguria,Liguria,1550640,587068,37.86,0.89
393,2021-02-17,LIG,2689,1181,1508,2263,426,ITC,ITC3,7,Liguria,Liguria,1550640,589757,38.03,0.17
394,2021-01-05,LIG,2879,896,1983,2879,0,ITC,ITC3,7,Liguria,Liguria,1550640,592636,38.22,0.19
395,2021-04-22,LIG,13823,6196,7627,8749,5074,ITC,ITC3,7,Liguria,Liguria,1550640,606459,39.11,0.89
396,2021-04-17,LIG,7383,3217,4166,6633,750,ITC,ITC3,7,Liguria,Liguria,1550640,613842,39.59,0.48
397,2021-01-07,LIG,3229,1095,2134,3229,0,ITC,ITC3,7,Liguria,Liguria,1550640,617071,39.79,0.21
398,2021-05-01,LIG,7134,3255,3879,1332,5802,ITC,ITC3,7,Liguria,Liguria,1550640,624205,40.25,0.46
399,2021-03-05,LIG,4869,2150,2719,3737,1132,ITC,ITC3,7,Liguria,Liguria,1550640,629074,40.57,0.31
400,2021-03-25,LIG,9594,4080,5514,6201,3393,ITC,ITC3,7,Liguria,Liguria,1550640,638668,41.19,0.62
401,2021-03-08,LIG,5628,2458,3170,3939,1689,ITC,ITC3,7,Liguria,Liguria,1550640,644296,41.55,0.36
402,2021-02-19,LIG,3213,1305,1908,3037,176,ITC,ITC3,7,Liguria,Liguria,1550640,647509,41.76,0.21
403,2021-02-22,LIG,3334,1467,1867,3192,142,ITC,ITC3,7,Liguria,Liguria,1550640,650843,41.97,0.22
404,2021-04-27,LIG,14739,6677,8062,7160,7579,ITC,ITC3,7,Liguria,Liguria,1550640,665582,42.92,0.95
405,2021-04-29,LIG,15551,6975,8576,6732,8819,ITC,ITC3,7,Liguria,Liguria,1550640,681133,43.93,1.0
406,2021-01-17,LIG,862,300,562,862,0,ITC,ITC3,7,Liguria,Liguria,1550640,681995,43.98,0.06
407,2021-04-12,LIG,12383,5475,6908,10364,2019,ITC,ITC3,7,Liguria,Liguria,1550640,694378,44.78,0.8
408,2021-01-19,LIG,1371,438,933,1281,90,ITC,ITC3,7,Liguria,Liguria,1550640,695749,44.87,0.09
409,2021-03-24,LIG,8942,3834,5108,5654,3288,ITC,ITC3,7,Liguria,Liguria,1550640,704691,45.45,0.58
410,2021-05-28,LIG,15821,7857,7964,11481,4340,ITC,ITC3,7,Liguria,Liguria,1550640,720512,46.47,1.02
411,2021-04-15,LIG,11820,5221,6599,9968,1852,ITC,ITC3,7,Liguria,Liguria,1550640,732332,47.23,0.76
412,2021-03-03,LIG,4582,1847,2735,3556,1026,ITC,ITC3,7,Liguria,Liguria,1550640,736914,47.52,0.3
413,2021-02-24,LIG,3763,1560,2203,3505,258,ITC,ITC3,7,Liguria,Liguria,1550640,740677,47.77,0.24
414,2020-12-29,LIG,125,33,92,125,0,ITC,ITC3,7,Liguria,Liguria,1550640,740802,47.77,0.01
415,2021-01-12,LIG,2460,886,1574,2460,0,ITC,ITC3,7,Liguria,Liguria,1550640,743262,47.93,0.16
416,2021-05-23,LIG,2305,1119,1186,1182,1123,ITC,ITC3,7,Liguria,Liguria,1550640,745567,48.08,0.15
417,2021-04-03,LIG,5406,2498,2908,4463,943,ITC,ITC3,7,Liguria,Liguria,1550640,750973,48.43,0.35
418,2021-02-12,LIG,1931,691,1240,899,1032,ITC,ITC3,7,Liguria,Liguria,1550640,752904,48.55,0.12
419,2021-04-20,LIG,14214,6505,7709,9865,4349,ITC,ITC3,7,Liguria,Liguria,1550640,767118,49.47,0.92
420,2021-01-10,LIG,648,262,386,648,0,ITC,ITC3,7,Liguria,Liguria,1550640,767766,49.51,0.04
421,2021-03-01,LIG,3507,1430,2077,3385,122,ITC,ITC3,7,Liguria,Liguria,1550640,771273,49.74,0.23
422,2021-01-24,LIG,756,237,519,113,643,ITC,ITC3,7,Liguria,Liguria,1550640,772029,49.79,0.05
423,2021-03-15,LIG,7299,3075,4224,4598,2701,ITC,ITC3,7,Liguria,Liguria,1550640,779328,50.26,0.47
424,2021-04-06,LIG,13171,5857,7314,10931,2240,ITC,ITC3,7,Liguria,Liguria,1550640,792499,51.11,0.85
425,2021-02-08,LIG,1977,742,1235,306,1671,ITC,ITC3,7,Liguria,Liguria,1550640,794476,51.24,0.13
426,2020-12-27,LIG,135,56,79,135,0,ITC,ITC3,7,Liguria,Liguria,1550640,794611,51.24,0.01
427,2021-02-15,LIG,2263,839,1424,1866,397,ITC,ITC3,7,Liguria,Liguria,1550640,796874,51.39,0.15
428,2021-01-03,LIG,734,230,504,734,0,ITC,ITC3,7,Liguria,Liguria,1550640,797608,51.44,0.05
429,2021-02-03,LIG,2315,791,1524,55,2260,ITC,ITC3,7,Liguria,Liguria,1550640,799923,51.59,0.15
430,2021-05-16,LIG,3694,1855,1839,2134,1560,ITC,ITC3,7,Liguria,Liguria,1550640,803617,51.82,0.24
431,2021-02-05,LIG,2675,986,1689,304,2371,ITC,ITC3,7,Liguria,Liguria,1550640,806292,52.0,0.17
432,2021-04-10,LIG,7887,3558,4329,6973,914,ITC,ITC3,7,Liguria,Liguria,1550640,814179,52.51,0.51
433,2020-12-31,LIG,989,354,635,989,0,ITC,ITC3,7,Liguria,Liguria,1550640,815168,52.57,0.06
434,2021-01-08,LIG,2926,999,1927,2926,0,ITC,ITC3,7,Liguria,Liguria,1550640,818094,52.76,0.19
435,2021-02-27,LIG,1888,921,967,1759,129,ITC,ITC3,7,Liguria,Liguria,1550640,819982,52.88,0.12
436,2021-02-10,LIG,2312,837,1475,1020,1292,ITC,ITC3,7,Liguria,Liguria,1550640,822294,53.03,0.15
437,2021-05-06,LIG,14475,6408,8067,6174,8301,ITC,ITC3,7,Liguria,Liguria,1550640,836769,53.96,0.93
438,2021-03-17,LIG,5553,2369,3184,2474,3079,ITC,ITC3,7,Liguria,Liguria,1550640,842322,54.32,0.36
439,2021-05-25,LIG,13713,6597,7116,10734,2979,ITC,ITC3,7,Liguria,Liguria,1550640,856035,55.21,0.88
440,2021-03-22,LIG,7666,3401,4265,4730,2936,ITC,ITC3,7,Liguria,Liguria,1550640,863701,55.7,0.49
441,2021-05-18,LIG,13338,6017,7321,10052,3286,ITC,ITC3,7,Liguria,Liguria,1550640,877039,56.56,0.86
442,2021-02-14,LIG,233,122,111,233,0,ITC,ITC3,7,Liguria,Liguria,1550640,877272,56.57,0.02
