,date,variable,Germany,Israel,Italy,Spain,United Kingdom,United States
334,06-02-2021,Totale vaccinazioni,3331486.0,5521903.0,2605868.0,,12526737.0,39037964.0
335,06-02-2021,Totale vaccinazioni ogni cento abitanti,3.97,62.82,4.32,,18.37,11.61
336,07-02-2021,Vaccinazioni giornaliere,120728.0,98414.0,87184.0,70825.0,430859.0,1441091.0
337,07-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1439,1.1196,0.1444,0.1515,0.6317,0.4285
338,07-02-2021,total_boosters,2.0,,,,,
339,07-02-2021,total_boosters_per_hundred,0.0,,,,,
340,07-02-2021,Totale vaccinazioni,3385008.0,5644436.0,2648143.0,2105033.0,12806587.0,41210937.0
341,07-02-2021,Totale vaccinazioni ogni cento abitanti,4.03,64.22,4.39,4.5,18.78,12.25
342,08-02-2021,Vaccinazioni giornaliere,119202.0,99298.0,84472.0,70598.0,431338.0,1456459.0
343,08-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1421,1.1297,0.1399,0.151,0.6324,0.4331
344,08-02-2021,total_boosters,2.0,,,,,
345,08-02-2021,total_boosters_per_hundred,0.0,,,,,
346,08-02-2021,Totale vaccinazioni,3494367.0,5768179.0,2715068.0,2167241.0,13162878.0,42417617.0
347,08-02-2021,Totale vaccinazioni ogni cento abitanti,4.16,65.62,4.5,4.64,19.3,12.61
348,09-02-2021,Vaccinazioni giornaliere,119449.0,103963.0,81435.0,66924.0,436774.0,1489333.0
349,09-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1424,1.1828,0.1349,0.1432,0.6404,0.4428
350,09-02-2021,total_boosters,3.0,,,,,
351,09-02-2021,total_boosters_per_hundred,0.0,,,,,
352,09-02-2021,Totale vaccinazioni,3628794.0,5901698.0,2782089.0,2233249.0,13577851.0,43206190.0
353,09-02-2021,Totale vaccinazioni ogni cento abitanti,4.33,67.14,4.61,4.78,19.91,12.85
354,10-02-2021,Vaccinazioni giornaliere,118345.0,108394.0,77597.0,65024.0,434444.0,1555959.0
355,10-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1411,1.2332,0.1285,0.1391,0.6369,0.4626
356,10-02-2021,total_boosters,3.0,,,,,
357,10-02-2021,total_boosters_per_hundred,0.0,,,,,
358,10-02-2021,Totale vaccinazioni,3783910.0,6044117.0,2855184.0,2320507.0,14033555.0,44769970.0
359,10-02-2021,Totale vaccinazioni ogni cento abitanti,4.51,68.76,4.73,4.96,20.57,13.31
360,11-02-2021,Vaccinazioni giornaliere,119745.0,111599.0,72806.0,62126.0,437897.0,1598080.0
361,11-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1427,1.2696,0.1206,0.1329,0.642,0.4752
362,11-02-2021,total_boosters,3.0,,,,,
363,11-02-2021,total_boosters_per_hundred,0.0,,,,,
364,11-02-2021,Totale vaccinazioni,3928172.0,6196940.0,2930140.0,2423045.0,14542318.0,46390270.0
365,11-02-2021,Totale vaccinazioni ogni cento abitanti,4.68,70.5,4.85,5.18,21.32,13.79
366,12-02-2021,Vaccinazioni giornaliere,120964.0,113589.0,68058.0,63159.0,445204.0,1655907.0
367,12-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1442,1.2923,0.1127,0.1351,0.6527,0.4924
368,12-02-2021,total_boosters,3.0,,,,,
369,12-02-2021,total_boosters_per_hundred,0.0,,,,,
370,12-02-2021,Totale vaccinazioni,4084148.0,6273336.0,3004435.0,,15091696.0,48410558.0
371,12-02-2021,Totale vaccinazioni ogni cento abitanti,4.87,71.37,4.98,,22.13,14.39
372,13-02-2021,Vaccinazioni giornaliere,122892.0,115598.0,64485.0,64192.0,439024.0,1657703.0
373,13-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1465,1.3151,0.1068,0.1373,0.6437,0.4929
374,13-02-2021,total_boosters,3.0,,,,,
375,13-02-2021,total_boosters_per_hundred,0.0,,,,,
376,13-02-2021,Totale vaccinazioni,4191728.0,6331087.0,3057262.0,,15599904.0,50641884.0
377,13-02-2021,Totale vaccinazioni ogni cento abitanti,5.0,72.03,5.06,,22.87,15.06
378,14-02-2021,Vaccinazioni giornaliere,124582.0,118618.0,62731.0,65225.0,433313.0,1667631.0
379,14-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1485,1.3495,0.1039,0.1395,0.6353,0.4958
380,14-02-2021,total_boosters,3.0,,,,,
381,14-02-2021,total_boosters_per_hundred,0.0,,,,,
382,14-02-2021,Totale vaccinazioni,4257079.0,6474760.0,3087262.0,2561608.0,15839781.0,52884356.0
383,14-02-2021,Totale vaccinazioni ogni cento abitanti,5.07,73.66,5.11,5.48,23.22,15.72
384,15-02-2021,Vaccinazioni giornaliere,126916.0,123349.0,62165.0,65324.0,422771.0,1662106.0
385,15-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1513,1.4033,0.103,0.1397,0.6198,0.4942
386,15-02-2021,total_boosters,3.0,,,,,
387,15-02-2021,total_boosters_per_hundred,0.0,,,,,
388,15-02-2021,Totale vaccinazioni,4382780.0,6631625.0,3150222.0,2624512.0,16122272.0,
389,15-02-2021,Totale vaccinazioni ogni cento abitanti,5.22,75.45,5.22,5.61,23.64,
390,16-02-2021,Vaccinazioni giornaliere,126958.0,127333.0,62781.0,65315.0,417385.0,1716311.0
391,16-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1513,1.4486,0.104,0.1397,0.6119,0.5103
392,16-02-2021,total_boosters,3.0,,,,,
393,16-02-2021,total_boosters_per_hundred,0.0,,,,,
394,16-02-2021,Totale vaccinazioni,4517501.0,6793031.0,3221555.0,2690457.0,16499549.0,55220364.0
395,16-02-2021,Totale vaccinazioni ogni cento abitanti,5.38,77.28,5.34,5.76,24.19,16.42
396,17-02-2021,Vaccinazioni giornaliere,126470.0,126589.0,63850.0,66035.0,423322.0,1644551.0
397,17-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1507,1.4402,0.1058,0.1413,0.6206,0.489
398,17-02-2021,total_boosters,3.0,,,,,
399,17-02-2021,total_boosters_per_hundred,0.0,,,,,
400,17-02-2021,Totale vaccinazioni,4669202.0,6930243.0,3302134.0,2782751.0,16996806.0,56281827.0
401,17-02-2021,Totale vaccinazioni ogni cento abitanti,5.57,78.84,5.47,5.95,24.92,16.73
402,18-02-2021,Vaccinazioni giornaliere,126544.0,125975.0,66048.0,73281.0,417544.0,1621071.0
403,18-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1508,1.4332,0.1094,0.1568,0.6122,0.482
404,18-02-2021,total_boosters,4.0,,,,,
405,18-02-2021,total_boosters_per_hundred,0.0,,,,,
406,18-02-2021,Totale vaccinazioni,4813983.0,7078765.0,3392473.0,2936011.0,17465127.0,57737767.0
407,18-02-2021,Totale vaccinazioni ogni cento abitanti,5.74,80.53,5.62,6.28,25.61,17.17
408,19-02-2021,Vaccinazioni giornaliere,126966.0,126143.0,68739.0,74032.0,394376.0,1596355.0
409,19-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1513,1.4351,0.1139,0.1584,0.5782,0.4746
410,19-02-2021,total_boosters,4.0,,,,,
411,19-02-2021,total_boosters_per_hundred,0.0,,,,,
412,19-02-2021,Totale vaccinazioni,4972912.0,7156337.0,3485608.0,,17852327.0,59585043.0
413,19-02-2021,Totale vaccinazioni ogni cento abitanti,5.93,81.42,5.77,,26.17,17.72
414,20-02-2021,Vaccinazioni giornaliere,127650.0,126500.0,72410.0,74783.0,371052.0,1521088.0
415,20-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1521,1.4392,0.1199,0.16,0.544,0.4523
416,20-02-2021,total_boosters,4.0,,,,,
417,20-02-2021,total_boosters_per_hundred,0.0,,,,,
418,20-02-2021,Totale vaccinazioni,5085277.0,7216587.0,3564130.0,,18197269.0,61289500.0
419,20-02-2021,Totale vaccinazioni ogni cento abitanti,6.06,82.1,5.9,,26.68,18.22
420,21-02-2021,Vaccinazioni giornaliere,130591.0,128501.0,75433.0,75535.0,358341.0,1458040.0
421,21-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1556,1.4619,0.125,0.1616,0.5254,0.4335
422,21-02-2021,total_boosters,4.0,,,,,
423,21-02-2021,total_boosters_per_hundred,0.0,,,,,
424,21-02-2021,Totale vaccinazioni,5171213.0,7374268.0,3615293.0,3090351.0,18348165.0,63090634.0
425,21-02-2021,Totale vaccinazioni ogni cento abitanti,6.16,83.9,5.99,6.61,26.9,18.76
426,22-02-2021,Vaccinazioni giornaliere,134994.0,129706.0,81577.0,77240.0,348100.0,1446445.0
427,22-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1609,1.4756,0.1351,0.1652,0.5104,0.4301
428,22-02-2021,total_boosters,4.0,,,,,
429,22-02-2021,total_boosters_per_hundred,0.0,,,,,
430,22-02-2021,Totale vaccinazioni,5327741.0,7539570.0,3721258.0,3165191.0,18558969.0,64177474.0
431,22-02-2021,Totale vaccinazioni ogni cento abitanti,6.35,85.78,6.16,6.77,27.21,19.08
432,23-02-2021,Vaccinazioni giornaliere,140090.0,127716.0,86653.0,84889.0,344633.0,1401674.0
433,23-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.167,1.453,0.1435,0.1816,0.5053,0.4168
434,23-02-2021,total_boosters,4.0,,,,,
435,23-02-2021,total_boosters_per_hundred,0.0,,,,,
436,23-02-2021,Totale vaccinazioni,5498128.0,7687041.0,3828125.0,3284678.0,18911978.0,65032083.0
437,23-02-2021,Totale vaccinazioni ogni cento abitanti,6.55,87.45,6.34,7.03,27.73,19.34
438,24-02-2021,Vaccinazioni giornaliere,143680.0,125802.0,92627.0,93344.0,342250.0,1454731.0
439,24-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1713,1.4312,0.1534,0.1997,0.5018,0.4325
440,24-02-2021,total_boosters,5.0,,,,,
441,24-02-2021,total_boosters_per_hundred,0.0,,,,,
442,24-02-2021,Totale vaccinazioni,5674959.0,7810860.0,3950520.0,3436158.0,19392553.0,66464947.0
443,24-02-2021,Totale vaccinazioni ogni cento abitanti,6.76,88.86,6.54,7.35,28.43,19.76
444,25-02-2021,Vaccinazioni giornaliere,150153.0,121179.0,98128.0,95661.0,349781.0,1505193.0
445,25-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.179,1.3786,0.1626,0.2046,0.5128,0.4475
446,25-02-2021,total_boosters,6.0,,,,,
447,25-02-2021,total_boosters_per_hundred,0.0,,,,,
448,25-02-2021,Totale vaccinazioni,5865055.0,7927015.0,4079369.0,3605635.0,19913592.0,68274117.0
449,25-02-2021,Totale vaccinazioni ogni cento abitanti,6.99,90.18,6.76,7.71,29.2,20.3
450,26-02-2021,Vaccinazioni giornaliere,158004.0,118336.0,104644.0,98970.0,371219.0,1552717.0
451,26-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1883,1.3463,0.1733,0.2117,0.5443,0.4617
452,26-02-2021,total_boosters,7.0,,,,,
453,26-02-2021,total_boosters_per_hundred,0.0,,,,,
454,26-02-2021,Totale vaccinazioni,6078942.0,7984691.0,4218115.0,,20450858.0,70454064.0
455,26-02-2021,Totale vaccinazioni ogni cento abitanti,7.25,90.84,6.99,,29.98,20.95
456,27-02-2021,Vaccinazioni giornaliere,163082.0,115358.0,111580.0,102279.0,384059.0,1645240.0
457,27-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1944,1.3124,0.1848,0.2188,0.5631,0.4892
458,27-02-2021,total_boosters,7.0,,,,,
459,27-02-2021,total_boosters_per_hundred,0.0,,,,,
460,27-02-2021,Totale vaccinazioni,6226854.0,8024090.0,4345189.0,,20885683.0,72806180.0
461,27-02-2021,Totale vaccinazioni ogni cento abitanti,7.42,91.29,7.2,,30.62,21.65
462,28-02-2021,Vaccinazioni giornaliere,165556.0,106536.0,115484.0,105588.0,391872.0,1735053.0
463,28-02-2021,Vaccinazioni giornaliere ogni cento abitanti,0.1973,1.212,0.1913,0.2259,0.5745,0.5159
464,28-02-2021,total_boosters,8.0,,,,,
465,28-02-2021,total_boosters_per_hundred,0.0,,,,,
466,28-02-2021,Totale vaccinazioni,6330102.0,8120020.0,4423682.0,3829465.0,21091267.0,75236003.0
467,28-02-2021,Totale vaccinazioni ogni cento abitanti,7.54,92.38,7.33,8.19,30.92,22.37
468,01-03-2021,Vaccinazioni giornaliere,171646.0,98180.0,119788.0,106220.0,394821.0,1817502.0
469,01-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2046,1.117,0.1984,0.2272,0.5789,0.5404
470,01-03-2021,total_boosters,8.0,,,,,
471,01-03-2021,total_boosters_per_hundred,0.0,,,,,
472,01-03-2021,Totale vaccinazioni,6529262.0,8226829.0,4559771.0,3908734.0,21322717.0,76899987.0
473,01-03-2021,Totale vaccinazioni ogni cento abitanti,7.78,93.6,7.55,8.36,31.26,22.86
474,02-03-2021,Vaccinazioni giornaliere,178726.0,92200.0,127732.0,110663.0,383864.0,1942788.0
475,02-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.213,1.0489,0.2116,0.2367,0.5628,0.5777
476,02-03-2021,total_boosters,8.0,,,,,
477,02-03-2021,total_boosters_per_hundred,0.0,,,,,
478,02-03-2021,Totale vaccinazioni,6749212.0,8332439.0,4722249.0,4059320.0,21599027.0,78631601.0
479,02-03-2021,Totale vaccinazioni ogni cento abitanti,8.04,94.8,7.82,8.68,31.67,23.38
480,03-03-2021,Vaccinazioni giornaliere,188955.0,89998.0,137080.0,113276.0,364840.0,2010790.0
481,03-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2252,1.0239,0.2271,0.2423,0.5349,0.5979
482,03-03-2021,total_boosters,8.0,,,,,
483,03-03-2021,total_boosters_per_hundred,0.0,,,,,
484,03-03-2021,Totale vaccinazioni,6997641.0,8440849.0,4910082.0,4229092.0,21946433.0,80540474.0
485,03-03-2021,Totale vaccinazioni ogni cento abitanti,8.34,96.03,8.13,9.05,32.18,23.95
486,04-03-2021,Vaccinazioni giornaliere,196903.0,90318.0,147047.0,123706.0,354184.0,2042676.0
487,04-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2347,1.0275,0.2436,0.2646,0.5193,0.6074
488,04-03-2021,total_boosters,9.0,,,,,
489,04-03-2021,total_boosters_per_hundred,0.0,,,,,
490,04-03-2021,Totale vaccinazioni,7243379.0,8559242.0,5108698.0,4471577.0,22392883.0,82572848.0
491,04-03-2021,Totale vaccinazioni ogni cento abitanti,8.63,97.38,8.46,9.57,32.83,24.55
492,05-03-2021,Vaccinazioni giornaliere,205689.0,90294.0,156769.0,124505.0,348037.0,2079147.0
493,05-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2452,1.0273,0.2597,0.2663,0.5103,0.6182
494,05-03-2021,total_boosters,10.0,,,,,
495,05-03-2021,total_boosters_per_hundred,0.0,,,,,
496,05-03-2021,Totale vaccinazioni,7518767.0,8616747.0,5315495.0,,22887118.0,85008094.0
497,05-03-2021,Totale vaccinazioni ogni cento abitanti,8.96,98.03,8.81,,33.56,25.28
498,06-03-2021,Vaccinazioni giornaliere,213528.0,89788.0,164101.0,125304.0,349976.0,2158020.0
499,06-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2545,1.0215,0.2718,0.2681,0.5131,0.6416
500,06-03-2021,total_boosters,11.0,,,,,
501,06-03-2021,total_boosters_per_hundred,0.0,,,,,
502,06-03-2021,Totale vaccinazioni,7721553.0,8652603.0,5493898.0,,23335514.0,87912323.0
503,06-03-2021,Totale vaccinazioni ogni cento abitanti,9.2,98.44,9.1,,34.21,26.14
504,07-03-2021,Vaccinazioni giornaliere,219893.0,90896.0,167631.0,126104.0,346947.0,2159392.0
505,07-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2621,1.0341,0.2777,0.2698,0.5087,0.6421
506,07-03-2021,total_boosters,11.0,,,,,
507,07-03-2021,total_boosters_per_hundred,0.0,,,,,
508,07-03-2021,Totale vaccinazioni,7869350.0,8756295.0,5597102.0,4712191.0,23519898.0,90351750.0
509,07-03-2021,Totale vaccinazioni ogni cento abitanti,9.38,99.62,9.27,10.08,34.48,26.86
510,08-03-2021,Vaccinazioni giornaliere,225463.0,89965.0,174214.0,134273.0,350177.0,2169981.0
511,08-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2687,1.0235,0.2886,0.2872,0.5134,0.6452
512,08-03-2021,total_boosters,11.0,,,,,
513,08-03-2021,total_boosters_per_hundred,0.0,,,,,
514,08-03-2021,Totale vaccinazioni,8107501.0,8856581.0,5779267.0,4848648.0,23773959.0,92089852.0
515,08-03-2021,Totale vaccinazioni ogni cento abitanti,9.66,100.76,9.57,10.37,34.86,27.38
516,09-03-2021,Vaccinazioni giornaliere,230173.0,89594.0,178994.0,132884.0,352165.0,2151571.0
517,09-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2743,1.0193,0.2965,0.2843,0.5163,0.6397
518,09-03-2021,total_boosters,12.0,,,,,
519,09-03-2021,total_boosters_per_hundred,0.0,,,,,
520,09-03-2021,Totale vaccinazioni,8360421.0,8959597.0,5975207.0,4989505.0,24064182.0,93692598.0
521,09-03-2021,Totale vaccinazioni ogni cento abitanti,9.96,101.93,9.9,10.67,35.28,27.86
522,10-03-2021,Vaccinazioni giornaliere,236090.0,85769.0,183080.0,134716.0,351257.0,2168688.0
523,10-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2814,0.9758,0.3033,0.2882,0.515,0.6448
524,10-03-2021,total_boosters,14.0,,,,,
525,10-03-2021,total_boosters_per_hundred,0.0,,,,,
526,10-03-2021,Totale vaccinazioni,8650273.0,9041234.0,6191641.0,5172106.0,24405231.0,95721290.0
527,10-03-2021,Totale vaccinazioni ogni cento abitanti,10.31,102.86,10.26,11.06,35.78,28.46
528,11-03-2021,Vaccinazioni giornaliere,241706.0,81996.0,186868.0,125884.0,338103.0,2233006.0
529,11-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2881,0.9329,0.3096,0.2693,0.4957,0.6639
530,11-03-2021,total_boosters,15.0,,,,,
531,11-03-2021,total_boosters_per_hundred,0.0,,,,,
532,11-03-2021,Totale vaccinazioni,8935323.0,9133213.0,6416774.0,5352767.0,24759603.0,98203893.0
533,11-03-2021,Totale vaccinazioni ogni cento abitanti,10.65,103.91,10.63,11.45,36.3,29.2
534,12-03-2021,Vaccinazioni giornaliere,249147.0,81268.0,187728.0,124860.0,332820.0,2302844.0
535,12-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.297,0.9246,0.311,0.2671,0.488,0.6847
536,12-03-2021,total_boosters,15.0,,,,,
537,12-03-2021,total_boosters_per_hundred,0.0,,,,,
538,12-03-2021,Totale vaccinazioni,9262793.0,9185623.0,6629591.0,,25216857.0,101128005.0
539,12-03-2021,Totale vaccinazioni ogni cento abitanti,11.04,104.5,10.98,,36.97,30.07
540,13-03-2021,Vaccinazioni giornaliere,254628.0,80865.0,187582.0,123835.0,349372.0,2541597.0
541,13-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3035,0.92,0.3107,0.2649,0.5122,0.7557
542,13-03-2021,total_boosters,15.0,,,,,
543,13-03-2021,total_boosters_per_hundred,0.0,,,,,
544,13-03-2021,Totale vaccinazioni,9503949.0,9218658.0,6806975.0,,25781120.0,105703501.0
545,13-03-2021,Totale vaccinazioni ogni cento abitanti,11.33,104.88,11.28,,37.8,31.43
546,14-03-2021,Vaccinazioni giornaliere,257853.0,79577.0,188007.0,122810.0,363372.0,2386932.0
547,14-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3073,0.9053,0.3114,0.2627,0.5327,0.7097
548,14-03-2021,total_boosters,17.0,,,,,
549,14-03-2021,total_boosters_per_hundred,0.0,,,,,
550,14-03-2021,Totale vaccinazioni,9674321.0,9313334.0,6913149.0,,26063501.0,107060274.0
551,14-03-2021,Totale vaccinazioni ogni cento abitanti,11.53,105.96,11.45,,38.21,31.83
552,15-03-2021,Vaccinazioni giornaliere,259368.0,79253.0,187055.0,113750.0,389942.0,2427430.0
553,15-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3091,0.9016,0.3099,0.2433,0.5717,0.7218
554,15-03-2021,total_boosters,17.0,,,,,
555,15-03-2021,total_boosters_per_hundred,0.0,,,,,
556,15-03-2021,Totale vaccinazioni,9923080.0,9411351.0,7088654.0,5644895.0,26503552.0,109081860.0
557,15-03-2021,Totale vaccinazioni ogni cento abitanti,11.83,107.07,11.74,12.08,38.86,32.43
558,16-03-2021,Vaccinazioni giornaliere,248872.0,77382.0,179160.0,107530.0,424070.0,2435037.0
559,16-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2966,0.8804,0.2968,0.23,0.6217,0.724
560,16-03-2021,total_boosters,17.0,,,,,
561,16-03-2021,total_boosters_per_hundred,0.0,,,,,
562,16-03-2021,Totale vaccinazioni,10102524.0,9501269.0,7229324.0,5742218.0,27032671.0,110737856.0
563,16-03-2021,Totale vaccinazioni ogni cento abitanti,12.04,108.09,11.98,12.28,39.63,32.93
564,17-03-2021,Vaccinazioni giornaliere,236857.0,76630.0,171986.0,97854.0,458471.0,2473762.0
565,17-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2823,0.8718,0.2849,0.2093,0.6722,0.7355
566,17-03-2021,total_boosters,17.0,,,,,
567,17-03-2021,total_boosters_per_hundred,0.0,,,,,
568,17-03-2021,Totale vaccinazioni,10308269.0,9577644.0,7395540.0,5857085.0,27614526.0,113037627.0
569,17-03-2021,Totale vaccinazioni ogni cento abitanti,12.29,108.96,12.25,12.53,40.49,33.61
570,18-03-2021,Vaccinazioni giornaliere,223842.0,74035.0,163266.0,91514.0,502171.0,2503731.0
571,18-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2668,0.8423,0.2705,0.1958,0.7362,0.7444
572,18-03-2021,total_boosters,17.0,,,,,
573,18-03-2021,total_boosters_per_hundred,0.0,,,,,
574,18-03-2021,Totale vaccinazioni,10502214.0,9651456.0,7559638.0,5993363.0,28274802.0,115730008.0
575,18-03-2021,Totale vaccinazioni ogni cento abitanti,12.52,109.8,12.52,12.82,41.45,34.41
576,19-03-2021,Vaccinazioni giornaliere,212175.0,71495.0,158051.0,92814.0,542657.0,2455116.0
577,19-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2529,0.8134,0.2618,0.1986,0.7956,0.73
578,19-03-2021,total_boosters,18.0,,,,,
579,19-03-2021,total_boosters_per_hundred,0.0,,,,,
580,19-03-2021,Totale vaccinazioni,10748019.0,9686088.0,7735951.0,,29015457.0,118313818.0
581,19-03-2021,Totale vaccinazioni ogni cento abitanti,12.81,110.2,12.81,,42.54,35.18
582,20-03-2021,Vaccinazioni giornaliere,209265.0,69684.0,157880.0,94115.0,582660.0,2248285.0
583,20-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2494,0.7928,0.2615,0.2013,0.8543,0.6685
584,20-03-2021,total_boosters,19.0,,,,,
585,20-03-2021,total_boosters_per_hundred,0.0,,,,,
586,20-03-2021,Totale vaccinazioni,10968801.0,9706445.0,7912137.0,,29859742.0,121441497.0
587,20-03-2021,Totale vaccinazioni ogni cento abitanti,13.07,110.43,13.11,,43.78,36.11
588,21-03-2021,Vaccinazioni giornaliere,208475.0,63791.0,161370.0,95416.0,602266.0,2488734.0
589,21-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2485,0.7257,0.2673,0.2041,0.883,0.74
590,21-03-2021,total_boosters,19.0,,,,,
591,21-03-2021,total_boosters_per_hundred,0.0,,,,,
592,21-03-2021,Totale vaccinazioni,11133649.0,9759869.0,8042736.0,,30279360.0,124481412.0
593,21-03-2021,Totale vaccinazioni ogni cento abitanti,13.27,111.04,13.32,,44.39,37.01
594,22-03-2021,Vaccinazioni giornaliere,211498.0,57466.0,164382.0,96716.0,598286.0,2489697.0
595,22-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2521,0.6538,0.2723,0.2069,0.8772,0.7403
596,22-03-2021,total_boosters,21.0,,,,,
597,22-03-2021,total_boosters_per_hundred,0.0,,,,,
598,22-03-2021,Totale vaccinazioni,11403563.0,9813613.0,8239329.0,6321908.0,30691557.0,126509736.0
599,22-03-2021,Totale vaccinazioni ogni cento abitanti,13.59,111.65,13.65,13.52,45.0,37.62
600,23-03-2021,Vaccinazioni giornaliere,228944.0,46016.0,176715.0,95283.0,593384.0,2497025.0
601,23-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2729,0.5235,0.2927,0.2038,0.87,0.7424
602,23-03-2021,total_boosters,21.0,,,,,
603,23-03-2021,total_boosters_per_hundred,0.0,,,,,
604,23-03-2021,Totale vaccinazioni,11705131.0,9823378.0,8466328.0,6409196.0,31186362.0,128217029.0
605,23-03-2021,Totale vaccinazioni ogni cento abitanti,13.95,111.76,14.02,13.71,45.72,38.12
606,24-03-2021,Vaccinazioni giornaliere,248113.0,43274.0,189831.0,109001.0,593163.0,2490889.0
607,24-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.2957,0.4923,0.3145,0.2332,0.8696,0.7406
608,24-03-2021,total_boosters,21.0,,,,,
609,24-03-2021,total_boosters_per_hundred,0.0,,,,,
610,24-03-2021,Totale vaccinazioni,12045061.0,9880563.0,8724360.0,6620093.0,31766669.0,130473853.0
611,24-03-2021,Totale vaccinazioni ogni cento abitanti,14.36,112.41,14.45,14.16,46.57,38.79
612,25-03-2021,Vaccinazioni giornaliere,268042.0,39204.0,205195.0,120910.0,578742.0,2510755.0
613,25-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3195,0.446,0.3399,0.2587,0.8485,0.7465
614,25-03-2021,total_boosters,22.0,,,,,
615,25-03-2021,total_boosters_per_hundred,0.0,,,,,
616,25-03-2021,Totale vaccinazioni,12378510.0,9925882.0,8996001.0,6839736.0,32325993.0,133305295.0
617,25-03-2021,Totale vaccinazioni ogni cento abitanti,14.75,112.93,14.9,14.63,47.39,39.64
618,26-03-2021,Vaccinazioni giornaliere,286511.0,36717.0,218918.0,141696.0,572214.0,2624410.0
619,26-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3415,0.4177,0.3626,0.3031,0.8389,0.7803
620,26-03-2021,total_boosters,23.0,,,,,
621,26-03-2021,total_boosters_per_hundred,0.0,,,,,
622,26-03-2021,Totale vaccinazioni,12753599.0,9943110.0,9268376.0,7067371.0,33020952.0,136684688.0
623,26-03-2021,Totale vaccinazioni ogni cento abitanti,15.2,113.12,15.35,15.12,48.41,40.64
624,27-03-2021,Vaccinazioni giornaliere,295229.0,34654.0,228249.0,153965.0,546339.0,2677034.0
625,27-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3519,0.3943,0.3781,0.3294,0.801,0.796
626,27-03-2021,total_boosters,23.0,,,,,
627,27-03-2021,total_boosters_per_hundred,0.0,,,,,
628,27-03-2021,Totale vaccinazioni,13035407.0,9949024.0,9509883.0,,33684114.0,140180735.0
629,27-03-2021,Totale vaccinazioni ogni cento abitanti,15.54,113.19,15.75,,49.39,41.68
630,28-03-2021,Vaccinazioni giornaliere,299785.0,27964.0,233000.0,166235.0,549414.0,2711611.0
631,28-03-2021,Vaccinazioni giornaliere ogni cento abitanti,0.3573,0.3181,0.386,0.3556,0.8055,0.8062
632,28-03-2021,total_boosters,23.0,,,,,
633,28-03-2021,total_boosters_per_hundred,0.0,,,,,
634,28-03-2021,Totale vaccinazioni,13232147.0,9955614.0,9673734.0,,34125256.0,143462691.0
635,28-03-2021,Totale vaccinazioni ogni cento abitanti,15.77,113.26,16.02,,50.03,42.66
636,29-03-2021,Vaccinazioni giornaliere,305002.0,25522.0,239770.0,178504.0,548391.0,2757586.0
